op,n,dtype,group,blas,inner,median_s,gflops,min_s,max_s,status
inner,1000000,float64,l1,dot,136,2.54449658e-04,7.860101,2.38500257e-04,2.66408485e-04,ok
norm2,1000000,float64,l1,nrm2,225,1.42028789e-04,14.081652,1.30304124e-04,1.84012698e-04,ok
vecdot,1000000,float64,l1,dot,112,2.52471888e-04,7.921674,2.42365652e-04,2.86381920e-04,ok
vector_norm,1000000,float64,l1,nrm2,39,5.44326218e-04,3.674267,5.39401487e-04,5.83397718e-04,ok
gemv_n,64,float32,l2,gemv,1990,7.67155779e-07,10.678405,7.49148744e-07,8.02180402e-07,ok
gemv_t,64,float32,l2,gemv,18917,6.80929508e-07,12.030614,6.69134482e-07,1.15527541e-06,ok
gemv_n,128,float32,l2,gemv,10729,1.35180203e-06,24.240236,1.33608025e-06,1.37111418e-06,ok
gemv_t,128,float32,l2,gemv,20000,1.19310425e-06,27.464490,1.17216830e-06,1.20666305e-06,ok
gemv_n,256,float32,l2,gemv,1869,3.40043365e-06,38.545672,3.38948101e-06,3.47452274e-06,ok
gemv_t,256,float32,l2,gemv,4927,3.12438665e-06,41.951274,3.09090380e-06,3.17815973e-06,ok
gemv_n,512,float32,l2,gemv,130,1.23117577e-05,42.584334,1.20475769e-05,2.75741385e-05,ok
gemv_t,512,float32,l2,gemv,1658,1.21463658e-05,43.164187,1.18750754e-05,1.25516550e-05,ok
gemv_n,1024,float32,l2,gemv,330,7.10427394e-05,29.519582,6.42334970e-05,9.18899788e-05,ok
gemv_t,1024,float32,l2,gemv,349,6.94343968e-05,30.203359,6.62476991e-05,9.95269971e-05,ok
gemv_n,64,float64,l2,gemv,3112,8.37196979e-07,9.785033,8.18087404e-07,8.41643316e-07,ok
gemv_t,64,float64,l2,gemv,12820,8.56031942e-07,9.569736,8.46322231e-07,8.57394696e-07,ok
gemv_n,128,float64,l2,gemv,10919,1.64940677e-06,19.866537,1.62540022e-06,1.66636487e-06,ok
gemv_t,128,float64,l2,gemv,9554,1.76129401e-06,18.604503,1.74900366e-06,1.76982259e-06,ok
gemv_n,256,float64,l2,gemv,6131,4.58607168e-06,28.580452,4.48016425e-06,5.96196461e-06,ok
gemv_t,256,float64,l2,gemv,3225,5.21195767e-06,25.148324,5.16689364e-06,5.26579070e-06,ok
gemv_n,512,float64,l2,gemv,768,3.45089277e-05,15.192822,3.23494844e-05,3.77500039e-05,ok
gemv_t,512,float64,l2,gemv,1051,3.70715799e-05,14.142586,3.52638440e-05,3.88685880e-05,ok
gemv_n,1024,float64,l2,gemv,193,1.40467611e-04,14.929790,1.34795326e-04,1.57039135e-04,ok
gemv_t,1024,float64,l2,gemv,243,1.46794399e-04,14.286322,1.42895457e-04,1.66054617e-04,ok
gemm,64,float32,l3,gemm,1311,6.03336575e-06,86.898097,5.90432494e-06,6.15115484e-06,ok
gemm_f,64,float32,l3,gemm,3896,6.66241478e-06,78.693389,6.60796381e-06,6.74603388e-06,ok
syrk,64,float32,l3,syrk,1630,6.47917945e-06,80.918889,6.33172699e-06,9.49322761e-06,ok
batched_matmul,64,float32,l3,gemm,839,5.24953814e-05,99.873167,5.15339082e-05,5.29481836e-05,ok
gemm_dot,64,float32,l3,gemm,3199,5.80819162e-06,90.266994,5.72912910e-06,8.23307346e-06,ok
matmul,64,float32,l3,gemm,126,6.19290476e-06,84.659464,5.16396825e-06,6.26995238e-06,ok
tensordot,64,float32,l3,gemm,916,8.76162664e-06,59.839117,8.57695087e-06,8.88922817e-06,ok
multi_dot,64,float32,l3,gemm,1825,1.25619660e-05,83.472284,1.24381551e-05,1.26782592e-05,ok
matrix_power,64,float32,l3,gemm,1083,1.28519229e-05,81.589036,1.24917433e-05,1.30405836e-05,ok
gemm,128,float32,l3,gemm,677,3.86174365e-05,108.611663,3.75680975e-05,4.91851152e-05,ok
gemm_f,128,float32,l3,gemm,879,4.09152844e-05,102.511911,4.05172002e-05,4.13047053e-05,ok
syrk,128,float32,l3,syrk,660,3.44196848e-05,121.857711,3.41870561e-05,3.46280576e-05,ok
batched_matmul,128,float32,l3,gemm,116,3.86456522e-04,108.532364,3.80502000e-04,3.88394655e-04,ok
gemm_dot,128,float32,l3,gemm,1111,3.84413051e-05,109.109303,3.81696166e-05,4.29560081e-05,ok
matmul,128,float32,l3,gemm,849,3.79997903e-05,110.377030,3.78344087e-05,3.81015524e-05,ok
tensordot,128,float32,l3,gemm,746,4.14704672e-05,101.139541,4.05755322e-05,5.18028271e-05,ok
multi_dot,128,float32,l3,gemm,491,7.78334155e-05,107.776434,7.72403646e-05,7.87930631e-05,ok
matrix_power,128,float32,l3,gemm,518,7.77164875e-05,107.938589,7.68393822e-05,8.64733668e-05,ok
gemm,256,float32,l3,gemm,137,2.90638398e-04,115.450788,2.83029803e-04,3.18500766e-04,ok
gemm_f,256,float32,l3,gemm,166,2.96503530e-04,113.167057,2.93573904e-04,3.08086102e-04,ok
syrk,256,float32,l3,syrk,144,2.43983799e-04,137.527296,2.39851417e-04,3.03440319e-04,ok
batched_matmul,256,float32,l3,gemm,16,2.80905041e-03,119.451157,2.78784900e-03,2.87591644e-03,ok
gemm_dot,256,float32,l3,gemm,153,2.80536546e-04,119.608060,2.79120405e-04,2.83986261e-04,ok
matmul,256,float32,l3,gemm,157,2.78548965e-04,120.461521,2.75604987e-04,3.42258484e-04,ok
tensordot,256,float32,l3,gemm,143,2.89569955e-04,115.876773,2.86807385e-04,2.96246406e-04,ok
multi_dot,256,float32,l3,gemm,81,5.87892062e-04,114.151676,5.79064667e-04,6.00472123e-04,ok
matrix_power,256,float32,l3,gemm,78,5.57428314e-04,120.390124,5.48822526e-04,6.70995910e-04,ok
gemm,512,float32,l3,gemm,20,2.23323500e-03,120.200273,2.19018280e-03,2.27213975e-03,ok
gemm_f,512,float32,l3,gemm,21,2.28564952e-03,117.443840,2.25548500e-03,2.30570581e-03,ok
syrk,512,float32,l3,syrk,28,1.58796548e-03,169.043634,1.56078007e-03,2.08292354e-03,ok
batched_matmul,512,float32,l3,gemm,2,2.29848260e-02,116.788118,2.27753515e-02,3.04923650e-02,ok
gemm_dot,512,float32,l3,gemm,20,2.26548220e-03,118.489325,2.20242210e-03,2.65015290e-03,ok
matmul,512,float32,l3,gemm,21,2.26319183e-03,118.609237,2.21604586e-03,2.71768852e-03,ok
tensordot,512,float32,l3,gemm,21,2.47304121e-03,108.544675,2.39241529e-03,3.00822095e-03,ok
multi_dot,512,float32,l3,gemm,9,4.68319944e-03,114.637636,4.58788278e-03,5.00567744e-03,ok
matrix_power,512,float32,l3,gemm,10,4.54685310e-03,118.075271,4.48694950e-03,4.72464240e-03,ok
gemm,1024,float32,l3,gemm,2,1.78288942e-02,120.449626,1.76520245e-02,2.49920435e-02,ok
gemm_f,1024,float32,l3,gemm,2,1.82550550e-02,117.637753,1.80925130e-02,1.83622315e-02,ok
syrk,1024,float32,l3,syrk,4,1.11718571e-02,192.222620,1.10965575e-02,1.36230277e-02,ok
batched_matmul,1024,float32,l3,gemm,1,1.82355940e-01,117.763296,1.80319959e-01,1.99359295e-01,ok
gemm_dot,1024,float32,l3,gemm,2,1.78394532e-02,120.378333,1.77253430e-02,2.29393205e-02,ok
matmul,1024,float32,l3,gemm,2,1.78436240e-02,120.350196,1.77234760e-02,1.79815095e-02,ok
tensordot,1024,float32,l3,gemm,2,1.80024510e-02,119.288404,1.78163140e-02,2.34368575e-02,ok
multi_dot,1024,float32,l3,gemm,1,3.60939410e-02,118.994135,3.58163950e-02,3.64438120e-02,ok
matrix_power,1024,float32,l3,gemm,1,3.70015425e-02,116.075358,3.59464150e-02,4.80993000e-02,ok
gemm,64,float64,l3,gemm,1156,1.19568006e-05,43.848519,1.18750727e-05,1.20844680e-05,ok
gemm_f,64,float64,l3,gemm,3159,1.20724737e-05,43.428382,1.20035780e-05,1.61412991e-05,ok
syrk,64,float64,l3,syrk,2201,9.97410972e-06,52.564892,9.90419400e-06,1.01243789e-05,ok
batched_matmul,64,float64,l3,gemm,369,1.14870626e-04,45.641607,1.13694848e-04,1.39828344e-04,ok
gemm_dot,64,float64,l3,gemm,2585,1.16674215e-05,44.936064,1.14851752e-05,1.17122070e-05,ok
matmul,64,float64,l3,gemm,1499,1.18927595e-05,44.084638,1.18427185e-05,1.19491661e-05,ok
tensordot,64,float64,l3,gemm,909,1.49365341e-05,35.101048,1.46479274e-05,2.24752783e-05,ok
multi_dot,64,float64,l3,gemm,1557,2.45638821e-05,42.687715,2.43823186e-05,2.48188651e-05,ok
matrix_power,64,float64,l3,gemm,1103,2.46288432e-05,42.575122,2.45544234e-05,2.47347117e-05,ok
gemm,128,float64,l3,gemm,564,7.91094991e-05,53.018968,7.87258865e-05,7.96973050e-05,ok
gemm_f,128,float64,l3,gemm,537,8.05717337e-05,52.056767,7.96951657e-05,1.05988797e-04,ok
syrk,128,float64,l3,syrk,593,6.46309975e-05,64.896167,6.35117909e-05,6.53419865e-05,ok
batched_matmul,128,float64,l3,gemm,55,8.15297473e-04,51.445075,8.10859745e-04,8.19501855e-04,ok
gemm_dot,128,float64,l3,gemm,526,8.14826445e-05,51.474814,8.06844924e-05,9.79861578e-05,ok
matmul,128,float64,l3,gemm,527,7.92838909e-05,52.902348,7.88881120e-05,8.16379905e-05,ok
tensordot,128,float64,l3,gemm,395,8.40382266e-05,49.909478,8.29968557e-05,1.07092068e-04,ok
multi_dot,128,float64,l3,gemm,273,1.64060465e-04,51.131197,1.62480718e-04,1.65725165e-04,ok
matrix_power,128,float64,l3,gemm,254,1.60432530e-04,52.287451,1.59022165e-04,1.61758437e-04,ok
gemm,256,float64,l3,gemm,76,6.05335776e-04,55.431107,6.01774855e-04,7.18651066e-04,ok
gemm_f,256,float64,l3,gemm,78,6.20520397e-04,54.074664,6.11319808e-04,7.63909244e-04,ok
syrk,256,float64,l3,syrk,103,4.44069180e-04,75.561272,4.36705301e-04,4.47797359e-04,ok
batched_matmul,256,float64,l3,gemm,7,6.24022714e-03,53.771171,6.20390686e-03,8.14458386e-03,ok
gemm_dot,256,float64,l3,gemm,76,6.12338743e-04,54.797173,6.09530566e-04,8.23661132e-04,ok
matmul,256,float64,l3,gemm,74,6.04119946e-04,55.542665,6.02961851e-04,6.07500230e-04,ok
tensordot,256,float64,l3,gemm,78,6.17496141e-04,54.339501,6.15028103e-04,7.60873872e-04,ok
multi_dot,256,float64,l3,gemm,39,1.25641290e-03,53.413065,1.24256187e-03,1.56333105e-03,ok
matrix_power,256,float64,l3,gemm,38,1.21600204e-03,55.188118,1.21004484e-03,1.22591189e-03,ok
gemm,512,float64,l3,gemm,10,4.90230925e-03,54.756941,4.82733860e-03,6.07311310e-03,ok
gemm_f,512,float64,l3,gemm,10,4.86256915e-03,55.204450,4.80538130e-03,7.04034700e-03,ok
syrk,512,float64,l3,syrk,14,3.23926589e-03,82.869226,3.18559129e-03,3.35103293e-03,ok
batched_matmul,512,float64,l3,gemm,1,4.80707965e-02,55.841691,4.77135970e-02,4.93616040e-02,ok
gemm_dot,512,float64,l3,gemm,10,4.77927220e-03,56.166597,4.72179580e-03,4.86555360e-03,ok
matmul,512,float64,l3,gemm,10,4.72388300e-03,56.825170,4.67965850e-03,6.23339130e-03,ok
tensordot,512,float64,l3,gemm,10,4.80536215e-03,55.861649,4.74726430e-03,4.87542540e-03,ok
multi_dot,512,float64,l3,gemm,5,9.67062350e-03,55.515646,9.54123380e-03,9.72577560e-03,ok
matrix_power,512,float64,l3,gemm,5,9.59751520e-03,55.938532,9.38058120e-03,1.17347028e-02,ok
gemm,1024,float64,l3,gemm,1,3.77555060e-02,56.878688,3.71739260e-02,4.52771880e-02,ok
gemm_f,1024,float64,l3,gemm,1,3.75785520e-02,57.146525,3.69118780e-02,3.82505030e-02,ok
syrk,1024,float64,l3,syrk,2,2.22855400e-02,96.362199,2.20980410e-02,2.84948270e-02,ok
batched_matmul,1024,float64,l3,gemm,1,3.82924486e-01,56.081126,3.75520604e-01,3.93988734e-01,ok
gemm_dot,1024,float64,l3,gemm,1,3.77370980e-02,56.906433,3.73709150e-02,4.98706090e-02,ok
matmul,1024,float64,l3,gemm,1,3.75290140e-02,57.221958,3.66218340e-02,3.89298910e-02,ok
tensordot,1024,float64,l3,gemm,1,3.93695790e-02,54.546777,3.90339550e-02,4.00972070e-02,ok
multi_dot,1024,float64,l3,gemm,1,7.56583360e-02,56.767932,7.47476140e-02,8.71397570e-02,ok
matrix_power,1024,float64,l3,gemm,1,7.51456755e-02,57.155216,7.43266380e-02,7.64654330e-02,ok
solve,64,float32,lapack,gesv,498,2.56907088e-05,,2.55540181e-05,4.37070422e-05,ok
inv,64,float32,lapack,getrf,562,5.68516539e-05,,5.64732349e-05,5.80797278e-05,ok
cholesky,64,float32,lapack,potrf,1271,1.29965913e-05,,1.28956861e-05,1.30637435e-05,ok
eigh,64,float32,lapack,syevd,136,2.33130029e-04,,2.29554875e-04,3.05082993e-04,ok
eigvalsh,64,float32,lapack,syevd,357,9.84201639e-05,,9.78050728e-05,1.00690031e-04,ok
eig,64,float32,lapack,geev,49,1.05843269e-03,,1.03975267e-03,1.08725545e-03,ok
eigvals,64,float32,lapack,geev,77,5.88284994e-04,,5.84076026e-04,6.93754675e-04,ok
svd,64,float32,lapack,gesdd,237,1.37754757e-04,,1.35083266e-04,1.49423646e-04,ok
svd_full,64,float32,lapack,gesdd,102,3.70497608e-04,,3.66223824e-04,4.98115363e-04,ok
qr,64,float32,lapack,geqrf,279,8.17863190e-05,,8.00204194e-05,8.46774050e-05,ok
lstsq,64,float32,lapack,gelsd,62,4.56643065e-04,,4.54249339e-04,6.82287581e-04,ok
det,64,float32,lapack,getrf,839,2.38878886e-05,,2.36900453e-05,2.42583361e-05,ok
slogdet,64,float32,lapack,getrf,1152,2.42051324e-05,,2.39049332e-05,2.45800434e-05,ok
pinv,64,float32,lapack,gesdd,60,3.92088483e-04,,3.84555250e-04,5.74479267e-04,ok
cond,64,float32,lapack,gesdd,243,1.37819798e-04,,1.36365440e-04,1.44652358e-04,ok
matrix_rank,64,float32,lapack,gesdd,204,1.46582338e-04,,1.44087740e-04,1.86514059e-04,ok
svdvals,64,float32,lapack,gesdd,284,1.38335206e-04,,1.37153239e-04,1.40109743e-04,ok
matrix_norm,64,float32,lapack,gesdd,223,1.35636534e-04,,1.34463072e-04,1.66455928e-04,ok
tensorsolve,64,float32,lapack,gesv,378,8.76622751e-05,,8.71494577e-05,8.80243862e-05,ok
tensorinv,64,float32,lapack,getrf,153,2.79787755e-04,,2.77574052e-04,3.61823242e-04,ok
solve,128,float32,lapack,gesv,415,9.37202482e-05,,9.33443446e-05,9.54843446e-05,ok
inv,128,float32,lapack,getrf,149,2.86917738e-04,,2.84891201e-04,2.88805282e-04,ok
cholesky,128,float32,lapack,potrf,432,7.11071817e-05,,6.99762523e-05,7.17203704e-05,ok
eigh,128,float32,lapack,syevd,53,9.59444858e-04,,9.51084943e-04,1.00963994e-03,ok
eigvalsh,128,float32,lapack,syevd,107,4.14924883e-04,,4.03863178e-04,5.69202159e-04,ok
eig,128,float32,lapack,geev,7,7.10502021e-03,,7.03600857e-03,8.95002929e-03,ok
eigvals,128,float32,lapack,geev,12,3.83639962e-03,,3.81515483e-03,3.97105808e-03,ok
svd,128,float32,lapack,gesdd,64,6.89317156e-04,,6.86887187e-04,8.37346172e-04,ok
svd_full,128,float32,lapack,gesdd,28,1.71064505e-03,,1.69039457e-03,2.05694486e-03,ok
qr,128,float32,lapack,geqrf,80,5.35499706e-04,,5.30246562e-04,5.39697463e-04,ok
lstsq,128,float32,lapack,gelsd,25,1.91368690e-03,,1.89141956e-03,1.92536596e-03,ok
det,128,float32,lapack,getrf,388,9.20543595e-05,,9.09634768e-05,1.25418459e-04,ok
slogdet,128,float32,lapack,getrf,376,9.13858218e-05,,9.07740931e-05,9.23265266e-05,ok
pinv,128,float32,lapack,gesdd,24,1.79383254e-03,,1.76017042e-03,2.29257063e-03,ok
cond,128,float32,lapack,gesdd,68,6.93543184e-04,,6.87418971e-04,7.05184912e-04,ok
matrix_rank,128,float32,lapack,gesdd,62,6.99729258e-04,,6.84561597e-04,7.18333565e-04,ok
svdvals,128,float32,lapack,gesdd,69,6.95304007e-04,,6.85045130e-04,8.77605870e-04,ok
matrix_norm,128,float32,lapack,gesdd,65,7.09131692e-04,,7.06074477e-04,7.15401954e-04,ok
tensorsolve,128,float32,lapack,gesv,99,4.43909066e-04,,4.38174535e-04,4.55860566e-04,ok
tensorinv,128,float32,lapack,getrf,30,1.58447687e-03,,1.57632853e-03,1.99080087e-03,ok
solve,256,float32,lapack,gesv,101,4.65860010e-04,,4.62283000e-04,4.69723327e-04,ok
inv,256,float32,lapack,getrf,28,1.63922070e-03,,1.63038189e-03,1.65169661e-03,ok
cholesky,256,float32,lapack,potrf,118,3.59636695e-04,,3.49857483e-04,4.45443246e-04,ok
eigh,256,float32,lapack,syevd,12,4.25595346e-03,,4.21403733e-03,5.60899825e-03,ok
eigvalsh,256,float32,lapack,syevd,26,1.84668317e-03,,1.82455142e-03,1.86441377e-03,ok
eig,256,float32,lapack,geev,1,2.53390195e-02,,2.50637850e-02,3.63425750e-02,ok
eigvals,256,float32,lapack,geev,2,1.92354440e-02,,1.91026145e-02,1.94811610e-02,ok
svd,256,float32,lapack,gesdd,13,3.60834562e-03,,3.56285315e-03,3.65796115e-03,ok
svd_full,256,float32,lapack,gesdd,6,8.43975217e-03,,8.30922050e-03,1.00810270e-02,ok
qr,256,float32,lapack,geqrf,20,2.27396270e-03,,2.24561540e-03,2.29738060e-03,ok
lstsq,256,float32,lapack,gelsd,6,8.32928700e-03,,8.18577650e-03,8.35558550e-03,ok
det,256,float32,lapack,getrf,97,4.62564485e-04,,4.58699732e-04,5.85775062e-04,ok
slogdet,256,float32,lapack,getrf,100,4.56333515e-04,,4.55159870e-04,5.53265390e-04,ok
pinv,256,float32,lapack,gesdd,5,8.57737600e-03,,8.48299680e-03,8.66682080e-03,ok
cond,256,float32,lapack,gesdd,13,3.55782785e-03,,3.51179131e-03,4.46067992e-03,ok
matrix_rank,256,float32,lapack,gesdd,14,3.51710046e-03,,3.46031093e-03,4.27158321e-03,ok
svdvals,256,float32,lapack,gesdd,13,3.50117704e-03,,3.49084438e-03,3.52044592e-03,ok
matrix_norm,256,float32,lapack,gesdd,13,3.52281696e-03,,3.47156077e-03,3.86196677e-03,ok
tensorsolve,256,float32,lapack,gesv,15,3.04583750e-03,,2.98200493e-03,3.62371253e-03,ok
tensorinv,256,float32,lapack,getrf,4,1.03407851e-02,,1.01894373e-02,1.05020857e-02,ok
solve,512,float32,lapack,gesv,15,3.19598683e-03,,3.15880527e-03,3.30801613e-03,ok
inv,512,float32,lapack,getrf,4,1.06206777e-02,,1.05110150e-02,1.36609752e-02,ok
cholesky,512,float32,lapack,potrf,16,2.55363216e-03,,2.49927912e-03,2.63138488e-03,ok
eigh,512,float32,lapack,syevd,1,2.52743260e-02,,2.49277870e-02,3.45376110e-02,ok
eigvalsh,512,float32,lapack,syevd,4,1.04687591e-02,,1.02587395e-02,1.06265997e-02,ok
eig,512,float32,lapack,geev,1,1.74446386e-01,,1.71773225e-01,1.83011327e-01,ok
eigvals,512,float32,lapack,geev,1,1.41014444e-01,,1.40371751e-01,1.52099925e-01,ok
svd,512,float32,lapack,gesdd,1,2.74229210e-02,,2.64647000e-02,4.09879220e-02,ok
svd_full,512,float32,lapack,gesdd,1,6.35061185e-02,,6.15264400e-02,7.35935460e-02,ok
qr,512,float32,lapack,geqrf,3,1.44127102e-02,,1.41721450e-02,1.46510980e-02,ok
lstsq,512,float32,lapack,gelsd,1,5.63639940e-02,,5.43987340e-02,5.81007060e-02,ok
det,512,float32,lapack,getrf,15,3.15598930e-03,,3.10898593e-03,3.20150953e-03,ok
slogdet,512,float32,lapack,getrf,15,3.14700420e-03,,3.12316747e-03,4.23669813e-03,ok
pinv,512,float32,lapack,gesdd,1,6.56267940e-02,,6.44735070e-02,7.84719310e-02,ok
cond,512,float32,lapack,gesdd,1,2.74291305e-02,,2.62226900e-02,2.85796620e-02,ok
matrix_rank,512,float32,lapack,gesdd,1,2.72587545e-02,,2.53558000e-02,4.04728050e-02,ok
svdvals,512,float32,lapack,gesdd,1,2.76264800e-02,,2.64954980e-02,2.82278710e-02,ok
matrix_norm,512,float32,lapack,gesdd,1,2.79888290e-02,,2.70835510e-02,3.96449580e-02,ok
tensorsolve,512,float32,lapack,gesv,2,1.99487557e-02,,1.93089370e-02,2.09030635e-02,ok
tensorinv,512,float32,lapack,getrf,1,6.88191935e-02,,6.80393820e-02,7.02416050e-02,ok
solve,1024,float32,lapack,gesv,2,2.05624412e-02,,1.98400340e-02,2.73912910e-02,ok
inv,1024,float32,lapack,getrf,1,7.04920600e-02,,6.97603230e-02,8.32965240e-02,ok
cholesky,1024,float32,lapack,potrf,3,1.64545858e-02,,1.61319750e-02,2.08041090e-02,ok
eigh,1024,float32,lapack,syevd,1,1.71379645e-01,,1.69218911e-01,1.85454562e-01,ok
eigvalsh,1024,float32,lapack,syevd,1,7.10319095e-02,,6.89911310e-02,8.17431320e-02,ok
eig,1024,float32,lapack,geev,1,8.05068239e-01,,7.84242861e-01,8.18735913e-01,ok
eigvals,1024,float32,lapack,geev,1,5.40647348e-01,,5.35090167e-01,5.55506809e-01,ok
svd,1024,float32,lapack,gesdd,1,2.05090146e-01,,2.03322394e-01,2.19741000e-01,ok
svd_full,1024,float32,lapack,gesdd,1,4.26443849e-01,,4.17875915e-01,4.41632001e-01,ok
qr,1024,float32,lapack,geqrf,1,9.59331865e-02,,9.39027630e-02,1.10078692e-01,ok
lstsq,1024,float32,lapack,gelsd,1,3.46095170e-01,,3.35964344e-01,3.58281384e-01,ok
det,1024,float32,lapack,getrf,2,2.05324362e-02,,2.00459745e-02,2.09554780e-02,ok
slogdet,1024,float32,lapack,getrf,2,2.03229710e-02,,1.99627150e-02,2.11716300e-02,ok
pinv,1024,float32,lapack,gesdd,1,4.45122397e-01,,4.33019636e-01,4.60204294e-01,ok
cond,1024,float32,lapack,gesdd,1,2.13220721e-01,,2.08915021e-01,2.32589363e-01,ok
matrix_rank,1024,float32,lapack,gesdd,1,2.13256724e-01,,2.09571184e-01,2.28085349e-01,ok
svdvals,1024,float32,lapack,gesdd,1,2.14203884e-01,,2.10070990e-01,2.32196628e-01,ok
matrix_norm,1024,float32,lapack,gesdd,1,2.15871083e-01,,2.08968443e-01,2.29917469e-01,ok
tensorsolve,1024,float32,lapack,gesv,1,1.55699466e-01,,1.54722544e-01,1.65846121e-01,ok
tensorinv,1024,float32,lapack,getrf,1,5.54527586e-01,,5.43487976e-01,5.67014745e-01,ok
solve,64,float64,lapack,gesv,678,2.42718909e-05,,2.40498451e-05,2.46124277e-05,ok
inv,64,float64,lapack,getrf,661,5.62089304e-05,,5.56762163e-05,7.46745416e-05,ok
cholesky,64,float64,lapack,potrf,2042,1.10048820e-05,,1.07746312e-05,1.12371445e-05,ok
eigh,64,float64,lapack,syevd,144,2.32975948e-04,,2.31226222e-04,2.35895826e-04,ok
eigvalsh,64,float64,lapack,syevd,364,1.02002850e-04,,1.00012168e-04,1.04292703e-04,ok
eig,64,float64,lapack,geev,43,1.14258255e-03,,1.12362840e-03,1.36008735e-03,ok
eigvals,64,float64,lapack,geev,73,6.17994014e-04,,6.06835014e-04,6.29884356e-04,ok
svd,64,float64,lapack,gesdd,275,1.36309347e-04,,1.34507800e-04,1.53681447e-04,ok
svd_full,64,float64,lapack,gesdd,107,3.68092327e-04,,3.63790523e-04,3.86364206e-04,ok
qr,64,float64,lapack,geqrf,341,7.99883534e-05,,7.93097625e-05,8.16463871e-05,ok
lstsq,64,float64,lapack,gelsd,86,4.64933890e-04,,4.52405291e-04,4.80534965e-04,ok
det,64,float64,lapack,getrf,892,2.24326401e-05,,2.19514294e-05,2.28390314e-05,ok
slogdet,64,float64,lapack,getrf,1028,2.29879844e-05,,2.27812276e-05,2.33433852e-05,ok
pinv,64,float64,lapack,gesdd,84,3.99799768e-04,,3.99054226e-04,5.39534810e-04,ok
cond,64,float64,lapack,gesdd,231,1.41908567e-04,,1.38626212e-04,1.67107723e-04,ok
