op,n,dtype,group,blas,inner,median_s,gflops,min_s,max_s,status
vdot,100000,float64,l1,dotc,499,5.01002004e-05,3.992000,4.98997996e-05,5.05010020e-05,ok
inner,100000,float64,l1,dot,499,5.04008016e-05,3.968191,4.98997996e-05,5.09018036e-05,ok
norm2,100000,float64,l1,nrm2,500,4.97000000e-05,4.024145,4.92000000e-05,5.08000000e-05,ok
vecdot,100000,float64,l1,dot,499,5.21042084e-05,3.838462,5.15030060e-05,5.29058116e-05,ok
vector_norm,100000,float64,l1,nrm2,499,7.38476954e-05,2.708277,7.29458918e-05,7.49498998e-05,ok
dot,1000000,float64,l1,dot,71,5.12676056e-04,3.901099,5.08450704e-04,5.19718310e-04,ok
vdot,1000000,float64,l1,dotc,62,5.15322581e-04,3.881064,5.09677419e-04,5.22580645e-04,ok
inner,1000000,float64,l1,dot,71,5.57042254e-04,3.590392,5.29577465e-04,5.78873239e-04,ok
norm2,1000000,float64,l1,nrm2,83,5.05421687e-04,3.957092,4.98795181e-04,5.14457831e-04,ok
vecdot,1000000,float64,l1,dot,62,5.51612903e-04,3.625731,5.46774194e-04,5.61290323e-04,ok
vector_norm,1000000,float64,l1,nrm2,41,7.64634146e-04,2.615630,7.53658537e-04,7.80487805e-04,ok
gemv_n,64,float32,l2,gemv,125,3.20000000e-06,2.560000,2.40000000e-06,8.80000000e-06,ok
gemv_t,64,float32,l2,gemv,20000,1.65750000e-06,4.942383,1.64500000e-06,1.66500000e-06,ok
gemv_n,128,float32,l2,gemv,20000,8.32250000e-06,3.937278,8.26500000e-06,8.42500000e-06,ok
gemv_t,128,float32,l2,gemv,20000,3.34000000e-06,9.810778,3.32500000e-06,3.37500000e-06,ok
gemv_n,256,float32,l2,gemv,29,3.10344828e-05,4.223431,2.75862069e-05,3.10344828e-05,ok
gemv_t,256,float32,l2,gemv,499,9.91983968e-06,13.213117,9.61923848e-06,1.14228457e-05,ok
gemv_n,512,float32,l2,gemv,499,1.23146293e-04,4.257440,1.21843687e-04,1.24649299e-04,ok
gemv_t,512,float32,l2,gemv,499,3.80761523e-05,13.769459,3.78757515e-05,3.84769539e-05,ok
gemv_n,1024,float32,l2,gemv,99,5.01515152e-04,4.181632,4.91919192e-04,5.09090909e-04,ok
gemv_t,1024,float32,l2,gemv,250,1.48200000e-04,14.150823,1.47200000e-04,1.49600000e-04,ok
gemv_n,64,float64,l2,gemv,249,3.01204819e-06,2.719744,2.40963855e-06,3.21285141e-06,ok
gemv_t,64,float64,l2,gemv,499,2.20440882e-06,3.716189,2.00400802e-06,2.40480962e-06,ok
gemv_n,128,float64,l2,gemv,20000,8.50500000e-06,3.852792,8.46000000e-06,8.54500000e-06,ok
gemv_t,128,float64,l2,gemv,500,5.60000000e-06,5.851429,5.40000000e-06,5.80000000e-06,ok
gemv_n,256,float64,l2,gemv,500,3.12000000e-05,4.201026,3.08000000e-05,3.14000000e-05,ok
gemv_t,256,float64,l2,gemv,20000,1.83775000e-05,7.132200,1.80850000e-05,1.88500000e-05,ok
gemv_n,512,float64,l2,gemv,249,1.22489960e-04,4.280253,1.22088353e-04,1.24096386e-04,ok
gemv_t,512,float64,l2,gemv,499,7.13426854e-05,7.348868,7.01402806e-05,7.29458918e-05,ok
gemv_n,1024,float64,l2,gemv,83,4.93975904e-04,4.245454,4.90361446e-04,4.98795181e-04,ok
gemv_t,1024,float64,l2,gemv,125,2.79600000e-04,7.500544,2.78400000e-04,2.84000000e-04,ok
gemm,64,float32,l3,gemm,99,2.47474747e-05,21.185515,2.32323232e-05,3.43434343e-05,ok
gemm_f,64,float32,l3,gemm,499,2.48496994e-05,21.098364,2.44488978e-05,2.52505010e-05,ok
syrk,64,float32,l3,syrk,166,1.50602410e-05,34.812723,1.44578313e-05,1.92771084e-05,ok
batched_matmul,64,float32,l3,gemm,249,2.32730924e-04,22.527647,2.23694779e-04,2.38955823e-04,ok
gemm_dot,64,float32,l3,gemm,20000,2.43175000e-05,21.560111,2.39750000e-05,2.50000000e-05,ok
matmul,64,float32,l3,gemm,20000,2.43550000e-05,21.526914,2.42550000e-05,2.46300000e-05,ok
tensordot,64,float32,l3,gemm,250,3.18000000e-05,16.487044,3.12000000e-05,3.28000000e-05,ok
multi_dot,64,float32,l3,gemm,500,5.12000000e-05,20.480000,5.06000000e-05,5.14000000e-05,ok
matrix_power,64,float32,l3,gemm,250,5.04000000e-05,20.805079,4.96000000e-05,5.12000000e-05,ok
gemm,128,float32,l3,gemm,250,1.66000000e-04,25.266892,1.55200000e-04,1.74800000e-04,ok
gemm_f,128,float32,l3,gemm,499,1.65230461e-04,25.384569,1.63927856e-04,1.66733467e-04,ok
syrk,128,float32,l3,syrk,250,9.20000000e-05,45.590261,9.16000000e-05,9.40000000e-05,ok
batched_matmul,128,float32,l3,gemm,27,1.67407407e-03,25.054471,1.65555556e-03,1.80740741e-03,ok
gemm_dot,128,float32,l3,gemm,249,1.67269076e-04,25.075191,1.65863454e-04,1.70281124e-04,ok
matmul,128,float32,l3,gemm,249,1.70883534e-04,24.544811,1.66666667e-04,1.81927711e-04,ok
tensordot,128,float32,l3,gemm,250,1.75600000e-04,23.885558,1.73200000e-04,1.78400000e-04,ok
multi_dot,128,float32,l3,gemm,166,3.36144578e-04,24.955357,3.32530120e-04,3.42168675e-04,ok
matrix_power,128,float32,l3,gemm,125,3.38400000e-04,24.789031,3.36800000e-04,3.45600000e-04,ok
gemm,256,float32,l3,gemm,38,1.29078947e-03,25.995279,1.28421053e-03,1.30000000e-03,ok
gemm_f,256,float32,l3,gemm,38,1.29868421e-03,25.837253,1.27894737e-03,1.31052632e-03,ok
syrk,256,float32,l3,syrk,62,7.06451613e-04,47.497141,7.01612903e-04,7.16129032e-04,ok
batched_matmul,256,float32,l3,gemm,3,1.30833333e-02,25.646700,1.28333333e-02,1.35666667e-02,ok
gemm_dot,256,float32,l3,gemm,35,1.29857143e-03,25.839497,1.28571429e-03,1.32285714e-03,ok
matmul,256,float32,l3,gemm,35,1.29571429e-03,25.896475,1.28571429e-03,1.44000000e-03,ok
tensordot,256,float32,l3,gemm,35,1.32000000e-03,25.420024,1.30285714e-03,1.46000000e-03,ok
multi_dot,256,float32,l3,gemm,18,2.57222222e-03,26.089839,2.38333333e-03,2.62777778e-03,ok
matrix_power,256,float32,l3,gemm,19,2.61315789e-03,25.681136,2.56842105e-03,2.72105263e-03,ok
gemm,512,float32,l3,gemm,5,9.81000000e-03,27.363451,9.74000000e-03,9.96000000e-03,ok
gemm_f,512,float32,l3,gemm,5,9.77000000e-03,27.475482,9.72000000e-03,9.84000000e-03,ok
syrk,512,float32,l3,syrk,9,5.25555556e-03,51.076514,5.22222222e-03,5.37777778e-03,ok
batched_matmul,512,float32,l3,gemm,1,9.93000000e-02,27.032775,9.89000000e-02,1.00200000e-01,ok
gemm_dot,512,float32,l3,gemm,5,9.77000000e-03,27.475482,9.72000000e-03,9.80000000e-03,ok
matmul,512,float32,l3,gemm,5,9.75000000e-03,27.531842,9.14000000e-03,1.02600000e-02,ok
tensordot,512,float32,l3,gemm,4,1.03625000e-02,25.904507,9.62500000e-03,1.12250000e-02,ok
multi_dot,512,float32,l3,gemm,2,2.01500000e-02,26.643718,1.97000000e-02,2.08000000e-02,ok
matrix_power,512,float32,l3,gemm,2,2.19000000e-02,24.514654,2.00500000e-02,2.24000000e-02,ok
gemm,1024,float32,l3,gemm,1,7.75500000e-02,27.691601,7.68000000e-02,7.97000000e-02,ok
gemm_f,1024,float32,l3,gemm,1,9.11500000e-02,23.559886,8.53000000e-02,9.88000000e-02,ok
syrk,1024,float32,l3,syrk,1,4.23500000e-02,50.707996,4.08000000e-02,4.44000000e-02,ok
batched_matmul,1024,float32,l3,gemm,1,7.76650000e-01,27.650597,7.72300000e-01,8.06700000e-01,ok
gemm_dot,1024,float32,l3,gemm,1,7.70000000e-02,27.889398,7.63000000e-02,7.75000000e-02,ok
matmul,1024,float32,l3,gemm,1,7.68000000e-02,27.962027,7.24000000e-02,7.89000000e-02,ok
tensordot,1024,float32,l3,gemm,1,7.61500000e-02,28.200705,7.21000000e-02,7.70000000e-02,ok
multi_dot,1024,float32,l3,gemm,1,1.55750000e-01,27.576034,1.53300000e-01,1.56800000e-01,ok
matrix_power,1024,float32,l3,gemm,1,1.53050000e-01,28.062511,1.52500000e-01,1.54800000e-01,ok
gemm,64,float64,l3,gemm,83,4.09638554e-05,12.798795,3.97590361e-05,5.06024096e-05,ok
gemm_f,64,float64,l3,gemm,499,4.09819639e-05,12.793140,4.04809619e-05,4.12825651e-05,ok
syrk,64,float64,l3,syrk,249,2.32931727e-05,22.508226,2.24899598e-05,2.40963855e-05,ok
batched_matmul,64,float64,l3,gemm,99,3.94444444e-04,13.291808,3.92929293e-04,4.00000000e-04,ok
gemm_dot,64,float64,l3,gemm,20000,4.06775000e-05,12.888894,4.01350000e-05,4.09750000e-05,ok
matmul,64,float64,l3,gemm,20000,4.08725000e-05,12.827402,4.00900000e-05,4.19400000e-05,ok
tensordot,64,float64,l3,gemm,250,4.62000000e-05,11.348225,4.52000000e-05,4.88000000e-05,ok
multi_dot,64,float64,l3,gemm,499,8.21643287e-05,12.761937,7.39478958e-05,8.35671343e-05,ok
matrix_power,64,float64,l3,gemm,500,8.25000000e-05,12.710012,8.16000000e-05,8.30000000e-05,ok
gemm,128,float64,l3,gemm,124,3.07258065e-04,13.650753,3.04838710e-04,3.11290323e-04,ok
gemm_f,128,float64,l3,gemm,249,3.11244980e-04,13.475893,3.07630522e-04,3.14056225e-04,ok
syrk,128,float64,l3,syrk,250,1.72200000e-04,24.357166,1.71600000e-04,1.74400000e-04,ok
batched_matmul,128,float64,l3,gemm,15,3.13333333e-03,13.386077,3.09333333e-03,3.23333333e-03,ok
gemm_dot,128,float64,l3,gemm,166,3.08433735e-04,13.598720,3.06024096e-04,3.15662651e-04,ok
matmul,128,float64,l3,gemm,125,3.13600000e-04,13.374694,3.10400000e-04,3.17600000e-04,ok
tensordot,128,float64,l3,gemm,125,3.23200000e-04,12.977426,3.16000000e-04,3.25600000e-04,ok
multi_dot,128,float64,l3,gemm,62,6.40322581e-04,13.100597,6.37096774e-04,6.48387097e-04,ok
matrix_power,128,float64,l3,gemm,83,6.26506024e-04,13.389509,6.22891566e-04,6.36144578e-04,ok
gemm,256,float64,l3,gemm,20,2.42000000e-03,13.865468,2.40000000e-03,2.46000000e-03,ok
gemm_f,256,float64,l3,gemm,19,2.43684211e-03,13.769637,2.30000000e-03,2.55789474e-03,ok
syrk,256,float64,l3,syrk,35,1.28142857e-03,26.185175,1.26285714e-03,1.30571429e-03,ok
batched_matmul,256,float64,l3,gemm,2,2.39000000e-02,14.039511,2.38500000e-02,2.45000000e-02,ok
gemm_dot,256,float64,l3,gemm,20,2.34250000e-03,14.324197,2.33500000e-03,2.37500000e-03,ok
matmul,256,float64,l3,gemm,21,2.34761905e-03,14.292963,2.33333333e-03,2.37619048e-03,ok
tensordot,256,float64,l3,gemm,20,2.35750000e-03,14.233057,2.33000000e-03,2.39500000e-03,ok
multi_dot,256,float64,l3,gemm,10,4.72000000e-03,14.217980,4.70000000e-03,4.76000000e-03,ok
matrix_power,256,float64,l3,gemm,10,4.68000000e-03,14.339501,4.65000000e-03,4.80000000e-03,ok
gemm,512,float64,l3,gemm,2,1.84750000e-02,14.529659,1.83000000e-02,1.87000000e-02,ok
gemm_f,512,float64,l3,gemm,2,1.86250000e-02,14.412642,1.83500000e-02,1.89000000e-02,ok
syrk,512,float64,l3,syrk,5,9.58000000e-03,28.020403,9.52000000e-03,9.60000000e-03,ok
batched_matmul,512,float64,l3,gemm,1,1.87050000e-01,14.351000,1.85700000e-01,1.88600000e-01,ok
gemm_dot,512,float64,l3,gemm,2,1.84000000e-02,14.588883,1.83500000e-02,1.86500000e-02,ok
matmul,512,float64,l3,gemm,2,1.85000000e-02,14.510025,1.83000000e-02,1.90500000e-02,ok
tensordot,512,float64,l3,gemm,2,1.84500000e-02,14.549347,1.83500000e-02,1.87500000e-02,ok
multi_dot,512,float64,l3,gemm,1,3.73500000e-02,14.374054,3.70000000e-02,3.76000000e-02,ok
matrix_power,512,float64,l3,gemm,1,3.67500000e-02,14.608732,3.66000000e-02,3.73000000e-02,ok
gemm,1024,float64,l3,gemm,1,1.46850000e-01,14.623654,1.46500000e-01,1.48000000e-01,ok
gemm_f,1024,float64,l3,gemm,1,1.46400000e-01,14.668604,1.45200000e-01,1.47700000e-01,ok
syrk,1024,float64,l3,syrk,1,7.49000000e-02,28.671344,7.44000000e-02,7.64000000e-02,ok
batched_matmul,1024,float64,l3,gemm,1,1.50150000e+00,14.302255,1.48380000e+00,1.51090000e+00,ok
gemm_dot,1024,float64,l3,gemm,1,1.48050000e-01,14.505124,1.46900000e-01,1.48700000e-01,ok
matmul,1024,float64,l3,gemm,1,1.47350000e-01,14.574032,1.45900000e-01,1.49000000e-01,ok
tensordot,1024,float64,l3,gemm,1,1.48050000e-01,14.505124,1.44700000e-01,1.49200000e-01,ok
multi_dot,1024,float64,l3,gemm,1,3.01300000e-01,14.254787,2.91500000e-01,3.07100000e-01,ok
matrix_power,1024,float64,l3,gemm,1,2.99950000e-01,14.318944,2.96900000e-01,3.07400000e-01,ok
solve,64,float32,lapack,gesv,62,4.27419355e-05,,4.03225806e-05,4.35483871e-05,ok
inv,64,float32,lapack,getrf,125,1.05600000e-04,,1.03200000e-04,1.07200000e-04,ok
cholesky,64,float32,lapack,potrf,124,3.18548387e-05,,3.14516129e-05,3.54838710e-05,ok
eigh,64,float32,lapack,syevd,15,4.06666667e-04,,3.93333333e-04,4.26666667e-04,ok
eigvalsh,64,float32,lapack,syevd,125,1.70400000e-04,,1.68000000e-04,1.77600000e-04,ok
eig,64,float32,lapack,geev,12,1.32500000e-03,,1.28333333e-03,1.33333333e-03,ok
eigvals,64,float32,lapack,geev,55,7.61818182e-04,,7.58181818e-04,7.89090909e-04,ok
svd,64,float32,lapack,gesdd,29,2.15517241e-04,,2.10344828e-04,2.20689655e-04,ok
svd_full,64,float32,lapack,gesdd,29,6.53448276e-04,,6.31034483e-04,6.58620690e-04,ok
qr,64,float32,lapack,geqrf,38,1.98684211e-04,,1.94736842e-04,2.15789474e-04,ok
lstsq,64,float32,lapack,gelsd,27,7.51851852e-04,,7.37037037e-04,7.81481481e-04,ok
det,64,float32,lapack,getrf,166,3.67469880e-05,,3.61445783e-05,3.73493976e-05,ok
slogdet,64,float32,lapack,getrf,249,3.89558233e-05,,3.77510040e-05,4.73895582e-05,ok
pinv,64,float32,lapack,gesdd,35,7.04285714e-04,,7.00000000e-04,7.11428571e-04,ok
cond,64,float32,lapack,gesdd,83,2.21686747e-04,,2.16867470e-04,2.36144578e-04,ok
matrix_rank,64,float32,lapack,gesdd,62,2.30645161e-04,,2.25806452e-04,2.32258065e-04,ok
svdvals,64,float32,lapack,gesdd,166,2.18674699e-04,,2.15060241e-04,2.22891566e-04,ok
matrix_norm,64,float32,lapack,gesdd,99,2.19696970e-04,,2.17171717e-04,2.29292929e-04,ok
tensorsolve,64,float32,lapack,gesv,166,1.82228916e-04,,1.78915663e-04,1.87951807e-04,ok
tensorinv,64,float32,lapack,getrf,71,5.98591549e-04,,5.76056338e-04,6.28169014e-04,ok
solve,128,float32,lapack,gesv,249,1.88152610e-04,,1.85943775e-04,1.89959839e-04,ok
inv,128,float32,lapack,getrf,62,6.09677419e-04,,6.06451613e-04,6.22580645e-04,ok
cholesky,128,float32,lapack,potrf,166,1.42168675e-04,,1.41566265e-04,1.42771084e-04,ok
eigh,128,float32,lapack,syevd,24,1.98541667e-03,,1.95833333e-03,2.02083333e-03,ok
eigvalsh,128,float32,lapack,syevd,50,8.51000000e-04,,8.44000000e-04,8.62000000e-04,ok
eig,128,float32,lapack,geev,4,9.32500000e-03,,9.22500000e-03,9.45000000e-03,ok
eigvals,128,float32,lapack,geev,10,5.07000000e-03,,5.02000000e-03,5.14000000e-03,ok
svd,128,float32,lapack,gesdd,33,1.35757576e-03,,1.34848485e-03,1.37272727e-03,ok
svd_full,128,float32,lapack,gesdd,14,3.38571429e-03,,3.32857143e-03,3.42142857e-03,ok
qr,128,float32,lapack,geqrf,29,1.27068966e-03,,1.25517241e-03,1.27241379e-03,ok
lstsq,128,float32,lapack,gelsd,12,3.75833333e-03,,3.74166667e-03,3.82500000e-03,ok
det,128,float32,lapack,getrf,249,1.74297189e-04,,1.63052209e-04,1.75903614e-04,ok
slogdet,128,float32,lapack,getrf,249,1.79518072e-04,,1.76305221e-04,1.81124498e-04,ok
pinv,128,float32,lapack,gesdd,13,3.53076923e-03,,3.26153846e-03,3.60769231e-03,ok
cond,128,float32,lapack,gesdd,38,1.35263158e-03,,1.34473684e-03,1.38157895e-03,ok
matrix_rank,128,float32,lapack,gesdd,33,1.38636364e-03,,1.37272727e-03,1.39393939e-03,ok
svdvals,128,float32,lapack,gesdd,33,1.35606061e-03,,1.34545455e-03,1.36969697e-03,ok
matrix_norm,128,float32,lapack,gesdd,33,1.37878788e-03,,1.36969697e-03,1.43636364e-03,ok
tensorsolve,128,float32,lapack,gesv,45,1.07777778e-03,,1.07333333e-03,1.08666667e-03,ok
tensorinv,128,float32,lapack,getrf,13,3.87692308e-03,,3.86153846e-03,3.94615385e-03,ok
solve,256,float32,lapack,gesv,41,1.10609756e-03,,1.09756098e-03,1.13170732e-03,ok
inv,256,float32,lapack,getrf,12,3.96666667e-03,,3.91666667e-03,4.04166667e-03,ok
cholesky,256,float32,lapack,potrf,62,7.69354839e-04,,7.59677419e-04,7.90322581e-04,ok
eigh,256,float32,lapack,syevd,4,1.07625000e-02,,1.06500000e-02,1.12750000e-02,ok
eigvalsh,256,float32,lapack,syevd,9,4.86666667e-03,,4.85555556e-03,4.95555556e-03,ok
eig,256,float32,lapack,geev,1,4.71000000e-02,,4.69000000e-02,4.88000000e-02,ok
eigvals,256,float32,lapack,geev,1,2.93500000e-02,,2.90000000e-02,3.15000000e-02,ok
svd,256,float32,lapack,gesdd,4,9.78750000e-03,,9.72500000e-03,9.82500000e-03,ok
svd_full,256,float32,lapack,gesdd,2,2.12000000e-02,,2.09500000e-02,2.13500000e-02,ok
qr,256,float32,lapack,geqrf,8,5.92500000e-03,,5.88750000e-03,6.15000000e-03,ok
lstsq,256,float32,lapack,gelsd,2,2.00500000e-02,,2.00000000e-02,2.01500000e-02,ok
det,256,float32,lapack,getrf,45,1.08666667e-03,,1.07333333e-03,1.10222222e-03,ok
slogdet,256,float32,lapack,getrf,45,1.09333333e-03,,1.07777778e-03,1.11111111e-03,ok
pinv,256,float32,lapack,gesdd,2,2.23750000e-02,,2.21500000e-02,2.30000000e-02,ok
cond,256,float32,lapack,gesdd,5,9.71000000e-03,,9.66000000e-03,9.78000000e-03,ok
matrix_rank,256,float32,lapack,gesdd,5,9.66000000e-03,,9.62000000e-03,9.96000000e-03,ok
svdvals,256,float32,lapack,gesdd,5,9.62000000e-03,,9.58000000e-03,9.68000000e-03,ok
matrix_norm,256,float32,lapack,gesdd,5,9.65000000e-03,,9.62000000e-03,9.70000000e-03,ok
tensorsolve,256,float32,lapack,gesv,6,7.86666667e-03,,7.48333333e-03,8.21666667e-03,ok
tensorinv,256,float32,lapack,getrf,1,2.96500000e-02,,2.84000000e-02,3.02000000e-02,ok
solve,512,float32,lapack,gesv,6,8.00833333e-03,,7.93333333e-03,8.15000000e-03,ok
inv,512,float32,lapack,getrf,1,3.00000000e-02,,2.96000000e-02,3.12000000e-02,ok
cholesky,512,float32,lapack,potrf,8,5.42500000e-03,,5.25000000e-03,5.61250000e-03,ok
eigh,512,float32,lapack,syevd,1,7.23500000e-02,,7.05000000e-02,7.33000000e-02,ok
eigvalsh,512,float32,lapack,syevd,1,3.20000000e-02,,3.15000000e-02,3.23000000e-02,ok
eig,512,float32,lapack,geev,1,2.99300000e-01,,2.98200000e-01,3.01900000e-01,ok
eigvals,512,float32,lapack,geev,1,2.00050000e-01,,1.98000000e-01,2.05100000e-01,ok
svd,512,float32,lapack,gesdd,1,6.80500000e-02,,6.76000000e-02,6.89000000e-02,ok
svd_full,512,float32,lapack,gesdd,1,1.46300000e-01,,1.45400000e-01,1.47200000e-01,ok
qr,512,float32,lapack,geqrf,1,3.84000000e-02,,3.80000000e-02,3.93000000e-02,ok
lstsq,512,float32,lapack,gelsd,1,1.34450000e-01,,1.24200000e-01,1.41300000e-01,ok
det,512,float32,lapack,getrf,6,7.66666667e-03,,7.56666667e-03,8.01666667e-03,ok
slogdet,512,float32,lapack,getrf,6,7.70833333e-03,,7.53333333e-03,7.91666667e-03,ok
pinv,512,float32,lapack,gesdd,1,1.60000000e-01,,1.55200000e-01,1.69500000e-01,ok
cond,512,float32,lapack,gesdd,1,6.72500000e-02,,6.69000000e-02,6.83000000e-02,ok
matrix_rank,512,float32,lapack,gesdd,1,6.76500000e-02,,6.70000000e-02,6.96000000e-02,ok
svdvals,512,float32,lapack,gesdd,1,6.73500000e-02,,6.71000000e-02,6.78000000e-02,ok
matrix_norm,512,float32,lapack,gesdd,1,7.06500000e-02,,6.97000000e-02,7.23000000e-02,ok
tensorsolve,512,float32,lapack,gesv,1,5.65000000e-02,,5.56000000e-02,5.77000000e-02,ok
tensorinv,512,float32,lapack,getrf,1,2.17500000e-01,,2.12100000e-01,2.18700000e-01,ok
solve,1024,float32,lapack,gesv,1,5.78000000e-02,,5.71000000e-02,5.96000000e-02,ok
inv,1024,float32,lapack,getrf,1,2.14800000e-01,,2.12600000e-01,2.17700000e-01,ok
cholesky,1024,float32,lapack,potrf,1,3.60500000e-02,,3.45000000e-02,3.72000000e-02,ok
eigh,1024,float32,lapack,syevd,1,4.97300000e-01,,4.91200000e-01,5.05400000e-01,ok
eigvalsh,1024,float32,lapack,syevd,1,2.25250000e-01,,2.21900000e-01,2.31900000e-01,ok
eig,1024,float32,lapack,geev,1,1.60770000e+00,,1.59290000e+00,1.64380000e+00,ok
eigvals,1024,float32,lapack,geev,1,8.88100000e-01,,8.85100000e-01,8.98800000e-01,ok
svd,1024,float32,lapack,gesdd,1,4.71100000e-01,,4.69100000e-01,4.74200000e-01,ok
svd_full,1024,float32,lapack,gesdd,1,1.02590000e+00,,1.01750000e+00,1.03570000e+00,ok
qr,1024,float32,lapack,geqrf,1,2.72400000e-01,,2.63700000e-01,2.80000000e-01,ok
lstsq,1024,float32,lapack,gelsd,1,8.39250000e-01,,8.29200000e-01,8.46700000e-01,ok
det,1024,float32,lapack,getrf,1,5.82000000e-02,,5.69000000e-02,5.88000000e-02,ok
slogdet,1024,float32,lapack,getrf,1,5.65500000e-02,,5.60000000e-02,5.85000000e-02,ok
pinv,1024,float32,lapack,gesdd,1,1.09660000e+00,,1.09140000e+00,1.15190000e+00,ok
cond,1024,float32,lapack,gesdd,1,4.72300000e-01,,4.63400000e-01,4.76500000e-01,ok
matrix_rank,1024,float32,lapack,gesdd,1,4.83050000e-01,,4.72100000e-01,5.00700000e-01,ok
svdvals,1024,float32,lapack,gesdd,1,4.80200000e-01,,4.76600000e-01,4.86200000e-01,ok
matrix_norm,1024,float32,lapack,gesdd,1,4.79650000e-01,,4.72500000e-01,4.83900000e-01,ok
tensorsolve,1024,float32,lapack,gesv,1,4.33250000e-01,,4.26100000e-01,4.49100000e-01,ok
tensorinv,1024,float32,lapack,getrf,1,1.67325000e+00,,1.65100000e+00,1.70540000e+00,ok
solve,64,float64,lapack,gesv,20000,3.87175000e-05,,3.75650000e-05,3.97700000e-05,ok
inv,64,float64,lapack,getrf,166,1.00602410e-04,,9.93975904e-05,1.01204819e-04,ok
cholesky,64,float64,lapack,potrf,20000,2.65200000e-05,,2.62500000e-05,2.67600000e-05,ok
eigh,64,float64,lapack,syevd,100,3.77500000e-04,,3.74000000e-04,3.81000000e-04,ok
eigvalsh,64,float64,lapack,syevd,249,1.62650602e-04,,1.62248996e-04,1.65060241e-04,ok
eig,64,float64,lapack,geev,33,1.32878788e-03,,1.31818182e-03,1.36363636e-03,ok
eigvals,64,float64,lapack,geev,55,7.79090909e-04,,7.65454545e-04,8.05454545e-04,ok
svd,64,float64,lapack,gesdd,124,2.09274194e-04,,2.06451613e-04,2.21774194e-04,ok
svd_full,64,float64,lapack,gesdd,71,6.19014085e-04,,6.11267606e-04,6.29577465e-04,ok
qr,64,float64,lapack,geqrf,166,1.90662651e-04,,1.89156627e-04,1.96385542e-04,ok
lstsq,64,float64,lapack,gelsd,55,7.28181818e-04,,7.23636364e-04,7.36363636e-04,ok
det,64,float64,lapack,getrf,500,3.44000000e-05,,3.42000000e-05,3.48000000e-05,ok
slogdet,64,float64,lapack,getrf,499,3.56713427e-05,,3.54709419e-05,3.60721443e-05,ok
pinv,64,float64,lapack,gesdd,50,7.03000000e-04,,6.96000000e-04,7.08000000e-04,ok
cond,64,float64,lapack,gesdd,124,2.17741935e-04,,2.13709677e-04,2.22580645e-04,ok
matrix_rank,64,float64,lapack,gesdd,166,2.22289157e-04,,2.17469880e-04,2.28313253e-04,ok
