op,n,dtype,group,blas,inner,median_s,gflops,min_s,max_s,status
multi_dot,256,float64,l3,gemm,2,1.79000000e-02,3.749099,1.78500000e-02,1.82500000e-02,ok
matrix_power,256,float64,l3,gemm,2,1.94500000e-02,3.450327,1.93500000e-02,1.99000000e-02,ok
gemm,512,float64,l3,gemm,1,2.56800000e-01,1.045309,2.52100000e-01,2.58100000e-01,ok
gemm_f,512,float64,l3,gemm,1,2.59500000e-01,1.034433,2.50500000e-01,2.67500000e-01,ok
syrk,512,float64,l3,syrk,1,6.06500000e-02,4.425976,6.01000000e-02,6.13000000e-02,ok
batched_matmul,512,float64,l3,gemm,1,2.55705000e+00,1.049786,2.54910000e+00,2.56260000e+00,ok
gemm_dot,512,float64,l3,gemm,1,2.57650000e-01,1.041861,2.54000000e-01,2.65400000e-01,ok
matmul,512,float64,l3,gemm,1,2.61950000e-01,1.024758,2.60200000e-01,2.64300000e-01,ok
tensordot,512,float64,l3,gemm,1,2.64650000e-01,1.014304,2.61200000e-01,2.65900000e-01,ok
multi_dot,512,float64,l3,gemm,1,5.08700000e-01,1.055378,5.06500000e-01,5.16700000e-01,ok
matrix_power,512,float64,l3,gemm,1,5.17000000e-01,1.038435,5.11800000e-01,5.21800000e-01,ok
gemm,1024,float64,l3,gemm,1,2.18990000e+00,0.980631,2.17600000e+00,2.20160000e+00,ok
gemm_f,1024,float64,l3,gemm,1,2.24215000e+00,0.957779,2.20780000e+00,2.26660000e+00,ok
syrk,1024,float64,l3,syrk,1,4.92700000e-01,4.358603,4.89300000e-01,5.09200000e-01,ok
batched_matmul,1024,float64,l3,gemm,1,2.33336500e+01,0.920338,2.31675000e+01,2.34605000e+01,ok
gemm_dot,1024,float64,l3,gemm,1,2.22060000e+00,0.967074,2.20930000e+00,2.23050000e+00,ok
matmul,1024,float64,l3,gemm,1,2.19520000e+00,0.978263,2.17840000e+00,2.26670000e+00,ok
tensordot,1024,float64,l3,gemm,1,2.19425000e+00,0.978687,2.17380000e+00,2.21580000e+00,ok
multi_dot,1024,float64,l3,gemm,1,4.37610000e+00,0.981460,4.33760000e+00,4.39150000e+00,ok
matrix_power,1024,float64,l3,gemm,1,4.28670000e+00,1.001929,4.24110000e+00,4.32690000e+00,ok
solve,64,float32,lapack,gesv,50,4.40000000e-05,,4.40000000e-05,4.60000000e-05,ok
inv,64,float32,lapack,getrf,166,1.16265060e-04,,1.15060241e-04,1.18072289e-04,ok
cholesky,64,float32,lapack,potrf,124,3.06451613e-05,,2.90322581e-05,3.14516129e-05,ok
eigh,64,float32,lapack,syevd,13,4.76923077e-04,,4.61538462e-04,4.76923077e-04,ok
eigvalsh,64,float32,lapack,syevd,99,1.21212121e-04,,1.19191919e-04,1.24242424e-04,ok
eig,64,float32,lapack,geev,12,1.28333333e-03,,1.26666667e-03,1.35833333e-03,ok
eigvals,64,float32,lapack,geev,55,8.28181818e-04,,8.20000000e-04,8.40000000e-04,ok
svd,64,float32,lapack,gesdd,22,2.27272727e-04,,2.22727273e-04,2.36363636e-04,ok
svd_full,64,float32,lapack,gesdd,33,8.09090909e-04,,8.03030303e-04,8.18181818e-04,ok
qr,64,float32,lapack,geqrf,45,1.66666667e-04,,1.64444444e-04,1.68888889e-04,ok
lstsq,64,float32,lapack,gelsd,23,8.34782609e-04,,8.30434783e-04,8.47826087e-04,ok
det,64,float32,lapack,getrf,166,3.85542169e-05,,3.85542169e-05,3.97590361e-05,ok
slogdet,64,float32,lapack,getrf,500,4.09000000e-05,,4.04000000e-05,4.20000000e-05,ok
pinv,64,float32,lapack,gesdd,27,9.40740741e-04,,9.33333333e-04,9.70370370e-04,ok
cond,64,float32,lapack,gesdd,99,2.35858586e-04,,2.29292929e-04,2.49494949e-04,ok
matrix_rank,64,float32,lapack,gesdd,62,2.37096774e-04,,2.33870968e-04,2.46774194e-04,ok
svdvals,64,float32,lapack,gesdd,166,2.25000000e-04,,2.23493976e-04,2.27108434e-04,ok
matrix_norm,64,float32,lapack,gesdd,83,2.27108434e-04,,2.25301205e-04,2.30120482e-04,ok
tensorsolve,64,float32,lapack,gesv,124,2.57661290e-04,,2.55645161e-04,2.66129032e-04,ok
tensorinv,64,float32,lapack,getrf,55,7.70909091e-04,,7.63636364e-04,7.78181818e-04,ok
solve,128,float32,lapack,gesv,99,2.72222222e-04,,2.68686869e-04,2.75757576e-04,ok
inv,128,float32,lapack,getrf,55,7.86363636e-04,,7.83636364e-04,7.92727273e-04,ok
cholesky,128,float32,lapack,potrf,125,1.72800000e-04,,1.71200000e-04,1.78400000e-04,ok
eigh,128,float32,lapack,syevd,20,2.48500000e-03,,2.48000000e-03,2.51000000e-03,ok
eigvalsh,128,float32,lapack,syevd,71,6.40845070e-04,,6.39436620e-04,6.45070423e-04,ok
eig,128,float32,lapack,geev,3,8.66666667e-03,,8.60000000e-03,8.83333333e-03,ok
eigvals,128,float32,lapack,geev,9,5.20000000e-03,,5.17777778e-03,5.21111111e-03,ok
svd,128,float32,lapack,gesdd,38,1.30657895e-03,,1.29736842e-03,1.31578947e-03,ok
svd_full,128,float32,lapack,gesdd,11,4.40909091e-03,,4.35454545e-03,4.55454545e-03,ok
qr,128,float32,lapack,geqrf,29,1.09310345e-03,,1.08275862e-03,1.11379310e-03,ok
lstsq,128,float32,lapack,gelsd,12,3.79166667e-03,,3.76666667e-03,3.84166667e-03,ok
det,128,float32,lapack,getrf,125,2.61200000e-04,,2.57600000e-04,2.64000000e-04,ok
slogdet,128,float32,lapack,getrf,125,2.62400000e-04,,2.60800000e-04,2.67200000e-04,ok
pinv,128,float32,lapack,gesdd,9,5.56666667e-03,,5.51111111e-03,5.58888889e-03,ok
cond,128,float32,lapack,gesdd,35,1.30857143e-03,,1.30000000e-03,1.33142857e-03,ok
matrix_rank,128,float32,lapack,gesdd,31,1.32903226e-03,,1.30967742e-03,1.38387097e-03,ok
svdvals,128,float32,lapack,gesdd,35,1.30000000e-03,,1.29142857e-03,1.32000000e-03,ok
matrix_norm,128,float32,lapack,gesdd,33,1.32121212e-03,,1.30606061e-03,1.32727273e-03,ok
tensorsolve,128,float32,lapack,gesv,26,1.95192308e-03,,1.88461538e-03,2.19615385e-03,ok
tensorinv,128,float32,lapack,getrf,9,6.12222222e-03,,6.04444444e-03,6.42222222e-03,ok
solve,256,float32,lapack,gesv,21,2.16190476e-03,,2.14285714e-03,2.34761905e-03,ok
inv,256,float32,lapack,getrf,7,6.47142857e-03,,6.42857143e-03,6.48571429e-03,ok
cholesky,256,float32,lapack,potrf,41,1.16219512e-03,,1.15365854e-03,1.17560976e-03,ok
eigh,256,float32,lapack,syevd,3,1.56833333e-02,,1.55666667e-02,1.62000000e-02,ok
eigvalsh,256,float32,lapack,syevd,11,4.18636364e-03,,4.15454545e-03,4.22727273e-03,ok
eig,256,float32,lapack,geev,1,7.81500000e-02,,7.73000000e-02,8.83000000e-02,ok
eigvals,256,float32,lapack,geev,1,4.02500000e-02,,4.00000000e-02,4.13000000e-02,ok
svd,256,float32,lapack,gesdd,4,1.11500000e-02,,1.10500000e-02,1.12750000e-02,ok
svd_full,256,float32,lapack,gesdd,1,3.15500000e-02,,3.12000000e-02,3.20000000e-02,ok
qr,256,float32,lapack,geqrf,5,9.18000000e-03,,9.10000000e-03,9.22000000e-03,ok
lstsq,256,float32,lapack,gelsd,1,2.61500000e-02,,2.60000000e-02,2.65000000e-02,ok
det,256,float32,lapack,getrf,22,2.12272727e-03,,2.10909091e-03,2.14090909e-03,ok
slogdet,256,float32,lapack,getrf,22,2.12272727e-03,,2.10909091e-03,2.19090909e-03,ok
pinv,256,float32,lapack,gesdd,1,3.88500000e-02,,3.85000000e-02,3.98000000e-02,ok
cond,256,float32,lapack,gesdd,4,1.06625000e-02,,1.05750000e-02,1.08250000e-02,ok
matrix_rank,256,float32,lapack,gesdd,4,1.06875000e-02,,1.06000000e-02,1.11750000e-02,ok
svdvals,256,float32,lapack,gesdd,4,1.06625000e-02,,1.05500000e-02,1.08750000e-02,ok
matrix_norm,256,float32,lapack,gesdd,4,1.06500000e-02,,1.06000000e-02,1.07000000e-02,ok
tensorsolve,256,float32,lapack,gesv,3,1.51000000e-02,,1.48333333e-02,1.59333333e-02,ok
tensorinv,256,float32,lapack,getrf,1,4.49500000e-02,,4.45000000e-02,4.63000000e-02,ok
solve,512,float32,lapack,gesv,3,1.58333333e-02,,1.58000000e-02,1.60666667e-02,ok
inv,512,float32,lapack,getrf,1,4.68000000e-02,,4.63000000e-02,4.86000000e-02,ok
cholesky,512,float32,lapack,potrf,5,8.61000000e-03,,8.58000000e-03,8.88000000e-03,ok
eigh,512,float32,lapack,syevd,1,1.06850000e-01,,1.05000000e-01,1.09000000e-01,ok
eigvalsh,512,float32,lapack,syevd,1,2.75500000e-02,,2.72000000e-02,2.82000000e-02,ok
eig,512,float32,lapack,geev,1,4.60400000e-01,,4.59100000e-01,4.62400000e-01,ok
eigvals,512,float32,lapack,geev,1,2.47650000e-01,,2.46800000e-01,2.49500000e-01,ok
svd,512,float32,lapack,gesdd,1,7.97500000e-02,,7.90000000e-02,8.08000000e-02,ok
svd_full,512,float32,lapack,gesdd,1,2.29550000e-01,,2.29000000e-01,2.33600000e-01,ok
qr,512,float32,lapack,geqrf,1,7.27000000e-02,,7.15000000e-02,7.45000000e-02,ok
lstsq,512,float32,lapack,gelsd,1,1.87000000e-01,,1.85300000e-01,1.90300000e-01,ok
det,512,float32,lapack,getrf,3,1.63166667e-02,,1.60333333e-02,1.69666667e-02,ok
slogdet,512,float32,lapack,getrf,3,1.62166667e-02,,1.60000000e-02,1.65333333e-02,ok
pinv,512,float32,lapack,gesdd,1,3.32150000e-01,,3.30300000e-01,3.40000000e-01,ok
cond,512,float32,lapack,gesdd,1,7.98500000e-02,,7.92000000e-02,8.15000000e-02,ok
matrix_rank,512,float32,lapack,gesdd,1,7.64500000e-02,,7.36000000e-02,7.98000000e-02,ok
svdvals,512,float32,lapack,gesdd,1,7.98000000e-02,,7.87000000e-02,8.16000000e-02,ok
matrix_norm,512,float32,lapack,gesdd,1,7.93500000e-02,,7.88000000e-02,8.01000000e-02,ok
tensorsolve,512,float32,lapack,gesv,1,1.17000000e-01,,1.16100000e-01,1.18800000e-01,ok
tensorinv,512,float32,lapack,getrf,1,3.49900000e-01,,3.48100000e-01,3.53200000e-01,ok
solve,1024,float32,lapack,gesv,1,1.21900000e-01,,1.20000000e-01,1.23800000e-01,ok
inv,1024,float32,lapack,getrf,1,3.57450000e-01,,3.54900000e-01,3.58700000e-01,ok
cholesky,1024,float32,lapack,potrf,1,6.79500000e-02,,6.69000000e-02,6.99000000e-02,ok
eigh,1024,float32,lapack,syevd,1,7.93250000e-01,,7.62100000e-01,8.06200000e-01,ok
eigvalsh,1024,float32,lapack,syevd,1,1.95400000e-01,,1.94300000e-01,1.97600000e-01,ok
eig,1024,float32,lapack,geev,1,2.77575000e+00,,2.76700000e+00,2.78250000e+00,ok
eigvals,1024,float32,lapack,geev,1,1.33690000e+00,,1.33490000e+00,1.33880000e+00,ok
svd,1024,float32,lapack,gesdd,1,5.68800000e-01,,5.65400000e-01,5.73700000e-01,ok
svd_full,1024,float32,lapack,gesdd,1,1.65280000e+00,,1.63720000e+00,1.67200000e+00,ok
qr,1024,float32,lapack,geqrf,1,5.51650000e-01,,5.47900000e-01,5.56200000e-01,ok
lstsq,1024,float32,lapack,gelsd,1,1.28805000e+00,,1.27610000e+00,1.35720000e+00,ok
det,1024,float32,lapack,getrf,1,1.17900000e-01,,1.16900000e-01,1.21200000e-01,ok
slogdet,1024,float32,lapack,getrf,1,1.16750000e-01,,1.14600000e-01,1.22900000e-01,ok
pinv,1024,float32,lapack,gesdd,1,3.96165000e+00,,3.95530000e+00,3.99750000e+00,ok
cond,1024,float32,lapack,gesdd,1,5.62700000e-01,,5.57900000e-01,5.80900000e-01,ok
matrix_rank,1024,float32,lapack,gesdd,1,5.76750000e-01,,5.73600000e-01,5.80800000e-01,ok
svdvals,1024,float32,lapack,gesdd,1,5.76450000e-01,,5.71600000e-01,5.84500000e-01,ok
matrix_norm,1024,float32,lapack,gesdd,1,5.72800000e-01,,5.55800000e-01,5.87500000e-01,ok
tensorsolve,1024,float32,lapack,gesv,1,9.04750000e-01,,8.98900000e-01,9.10200000e-01,ok
tensorinv,1024,float32,lapack,getrf,1,3.17570000e+00,,3.15880000e+00,3.22550000e+00,ok
solve,64,float64,lapack,gesv,499,4.08817635e-05,,4.04809619e-05,4.14829659e-05,ok
inv,64,float64,lapack,getrf,250,1.11600000e-04,,1.10400000e-04,1.13200000e-04,ok
cholesky,64,float64,lapack,potrf,499,2.62525050e-05,,2.60521042e-05,2.72545090e-05,ok
eigh,64,float64,lapack,syevd,83,4.36746988e-04,,4.14457831e-04,4.59036145e-04,ok
eigvalsh,64,float64,lapack,syevd,250,1.15600000e-04,,1.14400000e-04,1.18400000e-04,ok
eig,64,float64,lapack,geev,35,1.27714286e-03,,1.26571429e-03,1.29142857e-03,ok
eigvals,64,float64,lapack,geev,55,8.23636364e-04,,8.14545455e-04,8.40000000e-04,ok
svd,64,float64,lapack,gesdd,166,2.08433735e-04,,2.06024096e-04,2.15060241e-04,ok
svd_full,64,float64,lapack,gesdd,55,7.66363636e-04,,7.61818182e-04,7.85454545e-04,ok
qr,64,float64,lapack,geqrf,250,1.52200000e-04,,1.51200000e-04,1.53200000e-04,ok
lstsq,64,float64,lapack,gelsd,49,7.94897959e-04,,7.93877551e-04,8.14285714e-04,ok
det,64,float64,lapack,getrf,500,3.60000000e-05,,3.58000000e-05,3.70000000e-05,ok
slogdet,64,float64,lapack,getrf,499,3.78757515e-05,,3.74749499e-05,3.82765531e-05,ok
pinv,64,float64,lapack,gesdd,38,9.05263158e-04,,9.00000000e-04,9.07894737e-04,ok
cond,64,float64,lapack,gesdd,125,2.18400000e-04,,2.16000000e-04,2.20800000e-04,ok
matrix_rank,64,float64,lapack,gesdd,124,2.20967742e-04,,2.17741935e-04,2.23387097e-04,ok
