op,n,dtype,group,blas,inner,median_s,gflops,min_s,max_s,status
matrix_power,256,float32,l3,gemm,41,1.16097561e-03,57.803853,1.15853659e-03,1.16585366e-03,ok
gemm,512,float32,l3,gemm,10,4.52000000e-03,59.388375,4.51000000e-03,4.54000000e-03,ok
gemm_f,512,float32,l3,gemm,10,4.51000000e-03,59.520057,4.50000000e-03,4.53000000e-03,ok
syrk,512,float32,l3,syrk,18,2.63055556e-03,102.045158,2.62222222e-03,2.64444444e-03,ok
batched_matmul,512,float32,l3,gemm,1,4.57000000e-02,58.738612,4.55000000e-02,4.61000000e-02,ok
gemm_dot,512,float32,l3,gemm,11,4.52727273e-03,59.292972,4.50909091e-03,4.53636364e-03,ok
matmul,512,float32,l3,gemm,10,4.53000000e-03,59.257275,4.52000000e-03,4.54000000e-03,ok
tensordot,512,float32,l3,gemm,10,4.54500000e-03,59.061706,4.53000000e-03,4.56000000e-03,ok
multi_dot,512,float32,l3,gemm,5,9.08000000e-03,59.126752,9.04000000e-03,9.10000000e-03,ok
matrix_power,512,float32,l3,gemm,5,9.06000000e-03,59.257275,9.04000000e-03,9.08000000e-03,ok
gemm,1024,float32,l3,gemm,1,3.58000000e-02,59.985577,3.55000000e-02,3.60000000e-02,ok
gemm_f,1024,float32,l3,gemm,1,3.57000000e-02,60.153604,3.56000000e-02,3.59000000e-02,ok
syrk,1024,float32,l3,syrk,2,1.95500000e-02,109.845711,1.95000000e-02,1.96000000e-02,ok
batched_matmul,1024,float32,l3,gemm,1,3.63650000e-01,59.053586,3.63100000e-01,3.64500000e-01,ok
gemm_dot,1024,float32,l3,gemm,1,3.57000000e-02,60.153604,3.56000000e-02,3.59000000e-02,ok
matmul,1024,float32,l3,gemm,1,3.56000000e-02,60.322574,3.55000000e-02,3.60000000e-02,ok
tensordot,1024,float32,l3,gemm,1,3.58000000e-02,59.985577,3.57000000e-02,3.59000000e-02,ok
multi_dot,1024,float32,l3,gemm,1,7.15500000e-02,60.027495,7.15000000e-02,7.20000000e-02,ok
matrix_power,1024,float32,l3,gemm,1,7.13000000e-02,60.237970,7.12000000e-02,7.15000000e-02,ok
gemm,64,float64,l3,gemm,124,2.50000000e-05,20.971520,2.50000000e-05,3.06451613e-05,ok
gemm_f,64,float64,l3,gemm,20000,2.55525000e-05,20.518071,2.55450000e-05,2.55600000e-05,ok
syrk,64,float64,l3,syrk,499,1.54308617e-05,33.976586,1.52304609e-05,1.56312625e-05,ok
batched_matmul,64,float64,l3,gemm,166,2.39759036e-04,21.867288,2.38554217e-04,2.40361446e-04,ok
gemm_dot,64,float64,l3,gemm,499,2.49498998e-05,21.013631,2.48496994e-05,2.50501002e-05,ok
matmul,64,float64,l3,gemm,499,2.52505010e-05,20.763469,2.50501002e-05,2.54509018e-05,ok
tensordot,64,float64,l3,gemm,20000,3.03425000e-05,17.278998,3.03300000e-05,3.03500000e-05,ok
multi_dot,64,float64,l3,gemm,500,5.18000000e-05,20.242780,5.16000000e-05,5.20000000e-05,ok
matrix_power,64,float64,l3,gemm,499,5.17034068e-05,20.280598,5.15030060e-05,5.19038076e-05,ok
gemm,128,float64,l3,gemm,249,1.83534137e-04,22.852991,1.83534137e-04,1.83935743e-04,ok
gemm_f,128,float64,l3,gemm,249,1.85943775e-04,22.556840,1.85542169e-04,1.86345382e-04,ok
syrk,128,float64,l3,syrk,249,1.10642570e-04,37.908592,1.10040161e-04,1.10843373e-04,ok
batched_matmul,128,float64,l3,gemm,26,1.84230769e-03,22.766577,1.83846154e-03,1.84615385e-03,ok
gemm_dot,128,float64,l3,gemm,166,1.84939759e-04,22.679299,1.84337349e-04,1.85542169e-04,ok
matmul,128,float64,l3,gemm,250,1.84000000e-04,22.795130,1.83600000e-04,1.84000000e-04,ok
tensordot,128,float64,l3,gemm,249,1.91164659e-04,21.940792,1.90763052e-04,1.91566265e-04,ok
multi_dot,128,float64,l3,gemm,124,3.73387097e-04,22.466250,3.72580645e-04,3.75806452e-04,ok
matrix_power,128,float64,l3,gemm,125,3.69600000e-04,22.696450,3.69600000e-04,3.70400000e-04,ok
gemm,256,float64,l3,gemm,33,1.41515152e-03,23.710841,1.41212121e-03,1.41818182e-03,ok
gemm_f,256,float64,l3,gemm,33,1.42424242e-03,23.559495,1.42121212e-03,1.42727273e-03,ok
syrk,256,float64,l3,syrk,62,7.96774194e-04,42.112850,7.95161290e-04,8.00000000e-04,ok
batched_matmul,256,float64,l3,gemm,3,1.42500000e-02,23.546970,1.42000000e-02,1.43000000e-02,ok
gemm_dot,256,float64,l3,gemm,35,1.42571429e-03,23.535173,1.41714286e-03,1.42571429e-03,ok
matmul,256,float64,l3,gemm,33,1.42121212e-03,23.609728,1.41818182e-03,1.42121212e-03,ok
tensordot,256,float64,l3,gemm,33,1.43030303e-03,23.459666,1.42727273e-03,1.43333333e-03,ok
multi_dot,256,float64,l3,gemm,17,2.86470588e-03,23.426092,2.85882353e-03,2.86470588e-03,ok
matrix_power,256,float64,l3,gemm,17,2.84117647e-03,23.620097,2.83529412e-03,2.84705882e-03,ok
gemm,512,float64,l3,gemm,4,1.12250000e-02,23.914072,1.12000000e-02,1.12750000e-02,ok
gemm_f,512,float64,l3,gemm,4,1.12250000e-02,23.914072,1.12000000e-02,1.12750000e-02,ok
syrk,512,float64,l3,syrk,8,6.00000000e-03,44.739243,5.98750000e-03,6.06250000e-03,ok
batched_matmul,512,float64,l3,gemm,1,1.15000000e-01,23.342214,1.14800000e-01,1.15200000e-01,ok
gemm_dot,512,float64,l3,gemm,4,1.12500000e-02,23.860929,1.12250000e-02,1.13000000e-02,ok
matmul,512,float64,l3,gemm,4,1.12250000e-02,23.914072,1.11750000e-02,1.12500000e-02,ok
tensordot,512,float64,l3,gemm,4,1.12500000e-02,23.860929,1.12000000e-02,1.13000000e-02,ok
multi_dot,512,float64,l3,gemm,2,2.25500000e-02,23.808023,2.25000000e-02,2.26000000e-02,ok
matrix_power,512,float64,l3,gemm,2,2.24500000e-02,23.914072,2.24000000e-02,2.25000000e-02,ok
gemm,1024,float64,l3,gemm,1,8.90000000e-02,24.129030,8.86000000e-02,8.93000000e-02,ok
gemm_f,1024,float64,l3,gemm,1,8.92500000e-02,24.061441,8.90000000e-02,8.95000000e-02,ok
syrk,1024,float64,l3,syrk,1,4.61000000e-02,46.583159,4.61000000e-02,4.63000000e-02,ok
batched_matmul,1024,float64,l3,gemm,1,9.02100000e-01,23.805384,9.01600000e-01,9.02900000e-01,ok
gemm_dot,1024,float64,l3,gemm,1,8.93000000e-02,24.047969,8.92000000e-02,8.96000000e-02,ok
matmul,1024,float64,l3,gemm,1,8.91000000e-02,24.101949,8.89000000e-02,8.93000000e-02,ok
tensordot,1024,float64,l3,gemm,1,8.92500000e-02,24.061441,8.90000000e-02,8.96000000e-02,ok
multi_dot,1024,float64,l3,gemm,1,1.79950000e-01,23.867559,1.79500000e-01,1.80200000e-01,ok
matrix_power,1024,float64,l3,gemm,1,1.78300000e-01,24.088431,1.78300000e-01,1.78700000e-01,ok
solve,64,float32,lapack,gesv,71,2.81690141e-05,,2.81690141e-05,4.36619718e-05,ok
inv,64,float32,lapack,getrf,166,7.22891566e-05,,7.10843373e-05,7.22891566e-05,ok
cholesky,64,float32,lapack,potrf,499,2.02404810e-05,,2.02404810e-05,2.04408818e-05,ok
eigh,64,float32,lapack,syevd,18,2.50000000e-04,,2.44444444e-04,2.61111111e-04,ok
eigvalsh,64,float32,lapack,syevd,125,1.02400000e-04,,1.00800000e-04,1.04800000e-04,ok
eig,64,float32,lapack,geev,16,8.93750000e-04,,8.87500000e-04,8.93750000e-04,ok
eigvals,64,float32,lapack,geev,83,5.31325301e-04,,5.30120482e-04,5.34939759e-04,ok
svd,64,float32,lapack,gesdd,41,1.36585366e-04,,1.34146341e-04,1.53658537e-04,ok
svd_full,64,float32,lapack,gesdd,41,4.06097561e-04,,4.04878049e-04,4.07317073e-04,ok
qr,64,float32,lapack,geqrf,62,9.91935484e-05,,9.67741935e-05,1.08064516e-04,ok
lstsq,64,float32,lapack,gelsd,35,4.34285714e-04,,4.31428571e-04,4.74285714e-04,ok
det,64,float32,lapack,getrf,249,2.40963855e-05,,2.36947791e-05,2.44979920e-05,ok
slogdet,64,float32,lapack,getrf,499,2.58517034e-05,,2.56513026e-05,2.60521042e-05,ok
pinv,64,float32,lapack,gesdd,49,4.40816327e-04,,4.40816327e-04,4.42857143e-04,ok
cond,64,float32,lapack,gesdd,166,1.44578313e-04,,1.43373494e-04,1.45783133e-04,ok
matrix_rank,64,float32,lapack,gesdd,125,1.50400000e-04,,1.49600000e-04,1.51200000e-04,ok
svdvals,64,float32,lapack,gesdd,249,1.42570281e-04,,1.41767068e-04,1.43373494e-04,ok
matrix_norm,64,float32,lapack,gesdd,166,1.42771084e-04,,1.41566265e-04,1.43975904e-04,ok
tensorsolve,64,float32,lapack,gesv,249,1.12851406e-04,,1.12449799e-04,1.13253012e-04,ok
tensorinv,64,float32,lapack,getrf,99,3.93939394e-04,,3.91919192e-04,3.95959596e-04,ok
solve,128,float32,lapack,gesv,499,1.15831663e-04,,1.15430862e-04,1.15831663e-04,ok
inv,128,float32,lapack,getrf,125,4.00000000e-04,,3.99200000e-04,4.01600000e-04,ok
cholesky,128,float32,lapack,potrf,499,1.04809619e-04,,1.04609218e-04,1.05010020e-04,ok
eigh,128,float32,lapack,syevd,38,1.13421053e-03,,1.13157895e-03,1.13684211e-03,ok
eigvalsh,128,float32,lapack,syevd,100,4.44000000e-04,,4.42000000e-04,4.46000000e-04,ok
eig,128,float32,lapack,geev,5,6.36000000e-03,,6.34000000e-03,6.38000000e-03,ok
eigvals,128,float32,lapack,geev,14,3.42857143e-03,,3.41428571e-03,3.43571429e-03,ok
svd,128,float32,lapack,gesdd,71,7.09859155e-04,,7.07042254e-04,7.11267606e-04,ok
svd_full,128,float32,lapack,gesdd,24,1.97083333e-03,,1.96250000e-03,1.97500000e-03,ok
qr,128,float32,lapack,geqrf,49,5.36734694e-04,,5.36734694e-04,5.40816327e-04,ok
lstsq,128,float32,lapack,gelsd,26,1.76730769e-03,,1.76153846e-03,1.77307692e-03,ok
det,128,float32,lapack,getrf,249,1.10441767e-04,,1.10040161e-04,1.10843373e-04,ok
slogdet,128,float32,lapack,getrf,499,1.12324649e-04,,1.11823647e-04,1.12825651e-04,ok
pinv,128,float32,lapack,gesdd,23,2.08695652e-03,,2.07826087e-03,2.09130435e-03,ok
cond,128,float32,lapack,gesdd,71,7.16197183e-04,,7.14084507e-04,7.18309859e-04,ok
matrix_rank,128,float32,lapack,gesdd,62,7.28225806e-04,,7.25806452e-04,7.30645161e-04,ok
svdvals,128,float32,lapack,gesdd,62,7.14516129e-04,,7.12903226e-04,7.16129032e-04,ok
matrix_norm,128,float32,lapack,gesdd,62,7.33870968e-04,,7.30645161e-04,7.35483871e-04,ok
tensorsolve,128,float32,lapack,gesv,71,6.53521127e-04,,6.52112676e-04,6.54929577e-04,ok
tensorinv,128,float32,lapack,getrf,19,2.50000000e-03,,2.50000000e-03,2.50526316e-03,ok
solve,256,float32,lapack,gesv,71,6.80281690e-04,,6.78873239e-04,6.80281690e-04,ok
inv,256,float32,lapack,getrf,18,2.53888889e-03,,2.53333333e-03,2.55000000e-03,ok
cholesky,256,float32,lapack,potrf,83,5.40963855e-04,,5.39759036e-04,5.43373494e-04,ok
eigh,256,float32,lapack,syevd,8,5.75000000e-03,,5.73750000e-03,5.76250000e-03,ok
eigvalsh,256,float32,lapack,syevd,22,2.20227273e-03,,2.19545455e-03,2.20454545e-03,ok
eig,256,float32,lapack,geev,1,2.98000000e-02,,2.98000000e-02,2.99000000e-02,ok
eigvals,256,float32,lapack,geev,2,1.95000000e-02,,1.94000000e-02,1.95500000e-02,ok
svd,256,float32,lapack,gesdd,10,4.74000000e-03,,4.72000000e-03,4.75000000e-03,ok
svd_full,256,float32,lapack,gesdd,4,1.16250000e-02,,1.16000000e-02,1.16500000e-02,ok
qr,256,float32,lapack,geqrf,15,3.15333333e-03,,3.14000000e-03,3.19333333e-03,ok
lstsq,256,float32,lapack,gelsd,5,9.73000000e-03,,9.70000000e-03,9.74000000e-03,ok
det,256,float32,lapack,getrf,71,6.67605634e-04,,6.66197183e-04,6.69014085e-04,ok
slogdet,256,float32,lapack,getrf,71,6.70422535e-04,,6.69014085e-04,6.70422535e-04,ok
pinv,256,float32,lapack,gesdd,4,1.22500000e-02,,1.22250000e-02,1.22750000e-02,ok
cond,256,float32,lapack,gesdd,10,4.73500000e-03,,4.72000000e-03,4.74000000e-03,ok
matrix_rank,256,float32,lapack,gesdd,10,4.70000000e-03,,4.70000000e-03,4.72000000e-03,ok
svdvals,256,float32,lapack,gesdd,10,4.69000000e-03,,4.69000000e-03,4.70000000e-03,ok
matrix_norm,256,float32,lapack,gesdd,10,4.72000000e-03,,4.71000000e-03,4.73000000e-03,ok
tensorsolve,256,float32,lapack,gesv,10,4.58000000e-03,,4.56000000e-03,4.59000000e-03,ok
tensorinv,256,float32,lapack,getrf,2,1.78500000e-02,,1.78000000e-02,1.79000000e-02,ok
solve,512,float32,lapack,gesv,10,4.70000000e-03,,4.69000000e-03,4.71000000e-03,ok
inv,512,float32,lapack,getrf,2,1.80750000e-02,,1.80000000e-02,1.81000000e-02,ok
cholesky,512,float32,lapack,potrf,14,3.44285714e-03,,3.43571429e-03,3.45000000e-03,ok
eigh,512,float32,lapack,syevd,1,3.54000000e-02,,3.52000000e-02,3.55000000e-02,ok
eigvalsh,512,float32,lapack,syevd,3,1.25666667e-02,,1.25333333e-02,1.26000000e-02,ok
eig,512,float32,lapack,geev,1,1.95100000e-01,,1.94900000e-01,1.95300000e-01,ok
eigvals,512,float32,lapack,geev,1,1.30000000e-01,,1.30000000e-01,1.30200000e-01,ok
svd,512,float32,lapack,gesdd,1,2.80500000e-02,,2.79000000e-02,2.84000000e-02,ok
svd_full,512,float32,lapack,gesdd,1,7.46000000e-02,,7.45000000e-02,7.47000000e-02,ok
qr,512,float32,lapack,geqrf,2,2.13000000e-02,,2.12500000e-02,2.13500000e-02,ok
lstsq,512,float32,lapack,gelsd,1,5.75000000e-02,,5.73000000e-02,5.76000000e-02,ok
det,512,float32,lapack,getrf,10,4.67000000e-03,,4.65000000e-03,4.68000000e-03,ok
slogdet,512,float32,lapack,getrf,10,4.66000000e-03,,4.65000000e-03,4.68000000e-03,ok
pinv,512,float32,lapack,gesdd,1,7.92000000e-02,,7.91000000e-02,7.93000000e-02,ok
cond,512,float32,lapack,gesdd,1,2.80500000e-02,,2.79000000e-02,2.81000000e-02,ok
matrix_rank,512,float32,lapack,gesdd,1,2.81000000e-02,,2.80000000e-02,2.81000000e-02,ok
svdvals,512,float32,lapack,gesdd,1,2.80000000e-02,,2.79000000e-02,2.80000000e-02,ok
matrix_norm,512,float32,lapack,gesdd,1,2.81000000e-02,,2.80000000e-02,2.82000000e-02,ok
tensorsolve,512,float32,lapack,gesv,1,3.40000000e-02,,3.39000000e-02,3.41000000e-02,ok
tensorinv,512,float32,lapack,getrf,1,1.33000000e-01,,1.32800000e-01,1.33300000e-01,ok
solve,1024,float32,lapack,gesv,1,3.46500000e-02,,3.45000000e-02,3.49000000e-02,ok
inv,1024,float32,lapack,getrf,1,1.34400000e-01,,1.34200000e-01,1.34600000e-01,ok
cholesky,1024,float32,lapack,potrf,2,2.32500000e-02,,2.32000000e-02,2.33500000e-02,ok
eigh,1024,float32,lapack,syevd,1,2.46600000e-01,,2.46300000e-01,2.48100000e-01,ok
eigvalsh,1024,float32,lapack,syevd,1,8.26500000e-02,,8.26000000e-02,8.28000000e-02,ok
eig,1024,float32,lapack,geev,1,9.89400000e-01,,9.88700000e-01,9.89900000e-01,ok
eigvals,1024,float32,lapack,geev,1,5.61500000e-01,,5.61400000e-01,5.61800000e-01,ok
svd,1024,float32,lapack,gesdd,1,1.95000000e-01,,1.94800000e-01,1.95300000e-01,ok
svd_full,1024,float32,lapack,gesdd,1,5.41200000e-01,,5.40500000e-01,5.41600000e-01,ok
qr,1024,float32,lapack,geqrf,1,1.54200000e-01,,1.54100000e-01,1.54500000e-01,ok
lstsq,1024,float32,lapack,gelsd,1,4.01200000e-01,,4.00800000e-01,4.04200000e-01,ok
det,1024,float32,lapack,getrf,1,3.45000000e-02,,3.44000000e-02,3.47000000e-02,ok
slogdet,1024,float32,lapack,getrf,1,3.44500000e-02,,3.44000000e-02,3.46000000e-02,ok
pinv,1024,float32,lapack,gesdd,1,5.76950000e-01,,5.76400000e-01,5.77600000e-01,ok
cond,1024,float32,lapack,gesdd,1,1.95250000e-01,,1.94900000e-01,1.97800000e-01,ok
matrix_rank,1024,float32,lapack,gesdd,1,1.95150000e-01,,1.94900000e-01,1.95300000e-01,ok
svdvals,1024,float32,lapack,gesdd,1,1.95050000e-01,,1.94800000e-01,1.95300000e-01,ok
matrix_norm,1024,float32,lapack,gesdd,1,1.95350000e-01,,1.94900000e-01,1.95500000e-01,ok
tensorsolve,1024,float32,lapack,gesv,1,2.63000000e-01,,2.61500000e-01,2.63700000e-01,ok
tensorinv,1024,float32,lapack,getrf,1,1.01950000e+00,,1.01860000e+00,1.02060000e+00,ok
solve,64,float64,lapack,gesv,500,2.52000000e-05,,2.52000000e-05,2.54000000e-05,ok
inv,64,float64,lapack,getrf,500,6.74000000e-05,,6.68000000e-05,6.78000000e-05,ok
cholesky,64,float64,lapack,potrf,500,1.62000000e-05,,1.60000000e-05,1.64000000e-05,ok
eigh,64,float64,lapack,syevd,124,2.34677419e-04,,2.28225806e-04,2.35483871e-04,ok
eigvalsh,64,float64,lapack,syevd,500,9.98000000e-05,,9.96000000e-05,1.00200000e-04,ok
eig,64,float64,lapack,geev,45,9.38888889e-04,,9.35555556e-04,9.42222222e-04,ok
eigvals,64,float64,lapack,geev,99,5.46464646e-04,,5.45454545e-04,5.48484848e-04,ok
svd,64,float64,lapack,gesdd,499,1.31863727e-04,,1.31462926e-04,1.32665331e-04,ok
svd_full,64,float64,lapack,gesdd,100,3.92000000e-04,,3.91000000e-04,3.93000000e-04,ok
qr,64,float64,lapack,geqrf,249,9.19678715e-05,,9.11646586e-05,9.23694779e-05,ok
lstsq,64,float64,lapack,gelsd,83,4.22891566e-04,,4.19277108e-04,4.24096386e-04,ok
det,64,float64,lapack,getrf,20000,2.24975000e-05,,2.24450000e-05,2.25200000e-05,ok
slogdet,64,float64,lapack,getrf,499,2.36472946e-05,,2.34468938e-05,2.40480962e-05,ok
pinv,64,float64,lapack,gesdd,62,4.43548387e-04,,4.41935484e-04,4.45161290e-04,ok
cond,64,float64,lapack,gesdd,249,1.42168675e-04,,1.41767068e-04,1.42570281e-04,ok
matrix_rank,64,float64,lapack,gesdd,166,1.42771084e-04,,1.42168675e-04,1.43373494e-04,ok
