op,n,dtype,group,blas,inner,median_s,gflops,min_s,max_s,status
inv,128,float32,lapack,getrf,100,3.96000000e-04,,3.94000000e-04,3.98000000e-04,ok
cholesky,128,float32,lapack,potrf,124,1.07661290e-04,,1.06451613e-04,1.08870968e-04,ok
eigh,128,float32,lapack,syevd,41,1.21829268e-03,,1.21219512e-03,1.23414634e-03,ok
eigvalsh,128,float32,lapack,syevd,83,5.00602410e-04,,4.96385542e-04,5.04819277e-04,ok
eig,128,float32,lapack,geev,4,7.58750000e-03,,7.52500000e-03,7.67500000e-03,ok
eigvals,128,float32,lapack,geev,12,4.12500000e-03,,4.10833333e-03,4.15000000e-03,ok
svd,128,float32,lapack,gesdd,55,8.46363636e-04,,8.41818182e-04,8.50909091e-04,ok
svd_full,128,float32,lapack,gesdd,22,2.11363636e-03,,2.09545455e-03,2.11818182e-03,ok
qr,128,float32,lapack,geqrf,45,6.66666667e-04,,6.62222222e-04,6.80000000e-04,ok
lstsq,128,float32,lapack,gelsd,21,2.18571429e-03,,2.16666667e-03,2.20000000e-03,ok
det,128,float32,lapack,getrf,250,1.13600000e-04,,1.12800000e-04,1.14400000e-04,ok
slogdet,128,float32,lapack,getrf,249,1.15261044e-04,,1.14457831e-04,1.15662651e-04,ok
pinv,128,float32,lapack,gesdd,20,2.25000000e-03,,2.23000000e-03,2.25500000e-03,ok
cond,128,float32,lapack,gesdd,55,8.64545455e-04,,8.58181818e-04,8.69090909e-04,ok
matrix_rank,128,float32,lapack,gesdd,49,8.89795918e-04,,8.79591837e-04,9.77551020e-04,ok
svdvals,128,float32,lapack,gesdd,55,8.62727273e-04,,8.56363636e-04,8.81818182e-04,ok
matrix_norm,128,float32,lapack,gesdd,50,8.78000000e-04,,8.76000000e-04,8.84000000e-04,ok
tensorsolve,128,float32,lapack,gesv,71,6.26760563e-04,,6.23943662e-04,6.35211268e-04,ok
tensorinv,128,float32,lapack,getrf,21,2.36666667e-03,,2.31428571e-03,2.43809524e-03,ok
solve,256,float32,lapack,gesv,62,7.10483871e-04,,6.74193548e-04,7.74193548e-04,ok
inv,256,float32,lapack,getrf,20,2.40250000e-03,,2.39500000e-03,2.63000000e-03,ok
cholesky,256,float32,lapack,potrf,83,5.86144578e-04,,5.37349398e-04,6.19277108e-04,ok
eigh,256,float32,lapack,syevd,8,6.63125000e-03,,6.13750000e-03,6.76250000e-03,ok
eigvalsh,256,float32,lapack,syevd,18,2.72777778e-03,,2.57222222e-03,2.88888889e-03,ok
eig,256,float32,lapack,geev,1,3.26500000e-02,,3.22000000e-02,3.52000000e-02,ok
eigvals,256,float32,lapack,geev,1,2.41500000e-02,,2.29000000e-02,2.58000000e-02,ok
svd,256,float32,lapack,gesdd,7,5.45000000e-03,,5.41428571e-03,5.50000000e-03,ok
svd_full,256,float32,lapack,gesdd,4,1.20625000e-02,,1.19500000e-02,1.21500000e-02,ok
qr,256,float32,lapack,geqrf,15,3.22333333e-03,,3.20666667e-03,3.25333333e-03,ok
lstsq,256,float32,lapack,gelsd,4,1.07375000e-02,,1.06750000e-02,1.08000000e-02,ok
det,256,float32,lapack,getrf,71,7.07042254e-04,,6.49295775e-04,7.43661972e-04,ok
slogdet,256,float32,lapack,getrf,62,7.28225806e-04,,6.33870968e-04,7.37096774e-04,ok
pinv,256,float32,lapack,gesdd,4,1.26250000e-02,,1.24000000e-02,1.28500000e-02,ok
cond,256,float32,lapack,gesdd,9,5.28888889e-03,,5.24444444e-03,5.47777778e-03,ok
matrix_rank,256,float32,lapack,gesdd,9,5.26111111e-03,,5.05555556e-03,5.65555556e-03,ok
svdvals,256,float32,lapack,gesdd,9,5.36111111e-03,,5.31111111e-03,5.37777778e-03,ok
matrix_norm,256,float32,lapack,gesdd,9,5.41666667e-03,,5.38888889e-03,5.54444444e-03,ok
tensorsolve,256,float32,lapack,gesv,10,4.47000000e-03,,4.41000000e-03,4.51000000e-03,ok
tensorinv,256,float32,lapack,getrf,2,1.73000000e-02,,1.63500000e-02,1.99500000e-02,ok
solve,512,float32,lapack,gesv,11,5.10000000e-03,,4.60909091e-03,5.15454545e-03,ok
inv,512,float32,lapack,getrf,2,1.91750000e-02,,1.84000000e-02,1.98000000e-02,ok
cholesky,512,float32,lapack,potrf,11,3.66363636e-03,,3.63636364e-03,3.71818182e-03,ok
eigh,512,float32,lapack,syevd,1,3.68000000e-02,,3.63000000e-02,3.88000000e-02,ok
eigvalsh,512,float32,lapack,syevd,3,1.50000000e-02,,1.47333333e-02,1.57666667e-02,ok
eig,512,float32,lapack,geev,1,2.06050000e-01,,2.01200000e-01,2.28300000e-01,ok
eigvals,512,float32,lapack,geev,1,1.64100000e-01,,1.55000000e-01,1.75500000e-01,ok
svd,512,float32,lapack,gesdd,1,3.66500000e-02,,3.57000000e-02,3.79000000e-02,ok
svd_full,512,float32,lapack,gesdd,1,8.05500000e-02,,8.00000000e-02,8.39000000e-02,ok
qr,512,float32,lapack,geqrf,2,2.34250000e-02,,2.12500000e-02,2.57500000e-02,ok
lstsq,512,float32,lapack,gelsd,1,7.68500000e-02,,6.69000000e-02,7.75000000e-02,ok
det,512,float32,lapack,getrf,10,4.62000000e-03,,4.53000000e-03,4.67000000e-03,ok
slogdet,512,float32,lapack,getrf,10,5.46000000e-03,,5.10000000e-03,5.77000000e-03,ok
pinv,512,float32,lapack,gesdd,1,8.90000000e-02,,8.73000000e-02,1.03700000e-01,ok
cond,512,float32,lapack,gesdd,1,4.33500000e-02,,3.62000000e-02,4.57000000e-02,ok
matrix_rank,512,float32,lapack,gesdd,1,3.68000000e-02,,3.55000000e-02,3.87000000e-02,ok
svdvals,512,float32,lapack,gesdd,1,3.67500000e-02,,3.60000000e-02,3.86000000e-02,ok
matrix_norm,512,float32,lapack,gesdd,1,3.72500000e-02,,3.60000000e-02,3.83000000e-02,ok
tensorsolve,512,float32,lapack,gesv,1,3.06500000e-02,,3.04000000e-02,3.25000000e-02,ok
tensorinv,512,float32,lapack,getrf,1,1.31500000e-01,,1.23800000e-01,1.35300000e-01,ok
solve,1024,float32,lapack,gesv,1,3.35000000e-02,,3.24000000e-02,3.84000000e-02,ok
inv,1024,float32,lapack,getrf,1,1.35950000e-01,,1.24500000e-01,1.39000000e-01,ok
cholesky,1024,float32,lapack,potrf,1,2.67000000e-02,,2.49000000e-02,2.85000000e-02,ok
eigh,1024,float32,lapack,syevd,1,2.65200000e-01,,2.57600000e-01,2.77000000e-01,ok
eigvalsh,1024,float32,lapack,syevd,1,1.02850000e-01,,1.01600000e-01,1.16600000e-01,ok
eig,1024,float32,lapack,geev,1,9.93150000e-01,,9.86700000e-01,1.03300000e+00,ok
eigvals,1024,float32,lapack,geev,1,6.38300000e-01,,6.15500000e-01,7.10100000e-01,ok
svd,1024,float32,lapack,gesdd,1,2.53300000e-01,,2.36400000e-01,2.71700000e-01,ok
svd_full,1024,float32,lapack,gesdd,1,5.42000000e-01,,5.29500000e-01,5.93200000e-01,ok
qr,1024,float32,lapack,geqrf,1,1.41900000e-01,,1.40300000e-01,1.44200000e-01,ok
lstsq,1024,float32,lapack,gelsd,1,4.16450000e-01,,4.12200000e-01,4.24600000e-01,ok
det,1024,float32,lapack,getrf,1,3.18500000e-02,,3.14000000e-02,3.23000000e-02,ok
slogdet,1024,float32,lapack,getrf,1,3.20000000e-02,,3.15000000e-02,3.26000000e-02,ok
pinv,1024,float32,lapack,gesdd,1,5.79950000e-01,,5.65100000e-01,5.86600000e-01,ok
cond,1024,float32,lapack,gesdd,1,2.33150000e-01,,2.30600000e-01,2.41500000e-01,ok
matrix_rank,1024,float32,lapack,gesdd,1,2.33700000e-01,,2.30200000e-01,2.37600000e-01,ok
svdvals,1024,float32,lapack,gesdd,1,2.38650000e-01,,2.33800000e-01,2.48900000e-01,ok
matrix_norm,1024,float32,lapack,gesdd,1,2.37850000e-01,,2.34700000e-01,2.49800000e-01,ok
tensorsolve,1024,float32,lapack,gesv,1,2.24050000e-01,,2.22200000e-01,2.29700000e-01,ok
tensorinv,1024,float32,lapack,getrf,1,8.64250000e-01,,8.59200000e-01,8.67700000e-01,ok
solve,64,float64,lapack,gesv,500,2.86000000e-05,,2.84000000e-05,2.90000000e-05,ok
inv,64,float64,lapack,getrf,249,7.14859438e-05,,7.06827309e-05,7.26907631e-05,ok
cholesky,64,float64,lapack,potrf,499,1.97394790e-05,,1.94388778e-05,2.00400802e-05,ok
eigh,64,float64,lapack,syevd,124,2.67338710e-04,,2.66129032e-04,2.69354839e-04,ok
eigvalsh,64,float64,lapack,syevd,249,1.12449799e-04,,1.11646586e-04,1.14056225e-04,ok
eig,64,float64,lapack,geev,41,1.16097561e-03,,1.15121951e-03,1.16829268e-03,ok
eigvals,64,float64,lapack,geev,71,6.77464789e-04,,6.71830986e-04,6.80281690e-04,ok
svd,64,float64,lapack,gesdd,249,1.55421687e-04,,1.55020080e-04,1.59437751e-04,ok
svd_full,64,float64,lapack,gesdd,100,4.35000000e-04,,4.32000000e-04,4.40000000e-04,ok
qr,64,float64,lapack,geqrf,249,1.14056225e-04,,1.12851406e-04,1.14859438e-04,ok
lstsq,64,float64,lapack,gelsd,99,5.14141414e-04,,5.12121212e-04,5.34343434e-04,ok
det,64,float64,lapack,getrf,500,2.52000000e-05,,2.50000000e-05,2.58000000e-05,ok
slogdet,64,float64,lapack,getrf,499,2.68537074e-05,,2.66533066e-05,2.72545090e-05,ok
pinv,64,float64,lapack,gesdd,71,4.91549296e-04,,4.87323944e-04,4.95774648e-04,ok
cond,64,float64,lapack,gesdd,166,1.64759036e-04,,1.63855422e-04,1.66867470e-04,ok
matrix_rank,64,float64,lapack,gesdd,125,1.68400000e-04,,1.67200000e-04,1.70400000e-04,ok
